,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
22,SVM,0.8,0.3,0.08,91.4866581956798,90.69434502505369,99.6852871754524,38.754764930114355
23,SVM,0.8,0.4,0.08,92.37611181702668,91.7331399564902,99.5279307631786,45.04447268106735
24,SVM,0.8,0.1,0.1,88.9453621346887,89.54578226387888,97.7183320220299,24.015247776365946
25,SVM,0.8,0.15,0.1,89.7712833545108,89.08450704225352,99.5279307631786,27.44599745870394
26,SVM,0.8,0.2,0.1,89.7712833545108,89.52991452991454,98.8985051140834,30.36848792884371
27,SVM,0.8,0.25,0.1,90.72426937738247,90.20729092208721,99.2918961447679,33.7992376111817
28,SVM,0.8,0.3,0.1,91.67725540025413,90.88952654232425,99.6852871754524,38.69123252858958
29,SVM,0.8,0.4,0.1,92.37611181702668,91.7331399564902,99.5279307631786,44.980940279542565
30,SVM,0.8,0.1,0.15,89.96188055908513,90.18050541516246,98.2690794649882,27.95425667090216
31,SVM,0.8,0.15,0.15,89.07242693773824,89.11032028469751,98.5051140833989,27.001270648030495
32,SVM,0.8,0.2,0.15,89.7712833545108,89.58630527817404,98.81982690794649,30.30495552731893
33,SVM,0.8,0.25,0.15,90.85133418043202,90.1067615658363,99.6066089693155,34.30749682337992
34,SVM,0.8,0.3,0.15,91.67725540025413,90.88952654232425,99.6852871754524,39.07242693773825
35,SVM,0.8,0.4,0.15,92.43964421855146,91.67872648335745,99.6852871754524,45.23506988564168
36,SVM,0.85,0.1,0.01,91.23252858958068,91.02099927588704,98.8985051140834,30.622617534942822
37,SVM,0.85,0.15,0.01,90.66073697585769,90.6657018813314,98.5837922895358,29.669631512071156
38,SVM,0.85,0.2,0.01,90.72426937738247,90.49676025917927,98.8985051140834,32.210927573062264
39,SVM,0.85,0.25,0.01,94.72681067344345,94.46107784431138,99.2918961447679,52.35069885641677
40,SVM,0.85,0.3,0.01,98.34815756035579,98.44357976653697,99.5279307631786,82.59212198221093
41,SVM,0.85,0.4,0.01,98.856416772554,99.13725490196079,99.4492525570417,86.72172808132147
42,SVM,0.85,0.1,0.03,90.78780177890724,91.15497076023392,98.1117230527144,29.35196950444727
43,SVM,0.85,0.15,0.03,91.55019059720458,90.99423631123919,99.3705743509048,31.829733163913595
44,SVM,0.85,0.2,0.03,90.72426937738247,90.67245119305856,98.6624704956727,32.84625158831004
45,SVM,0.85,0.25,0.03,94.72681067344345,94.32835820895522,99.4492525570417,50.444726810673444
46,SVM,0.85,0.3,0.03,98.79288437102923,98.98278560250391,99.5279307631786,85.70520965692504
47,SVM,0.85,0.4,0.03,98.22109275730622,98.36575875486382,99.4492525570417,83.86277001270648
48,SVM,0.85,0.1,0.05,92.0584498094028,92.19440353460972,98.5051140833989,35.26048284625159
