,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
154,Random Forest,0.99,0.3,0.03,99.87293519695045,99.84289080911233,100.0,92.50317662007623
155,Random Forest,0.99,0.4,0.03,99.87293519695045,99.84289080911233,100.0,93.51969504447268
156,Random Forest,0.99,0.1,0.05,99.04701397712833,98.83359253499222,100.0,84.62515883100382
157,Random Forest,0.99,0.15,0.05,98.72935196950445,98.45081332300542,100.0,84.56162642947903
158,Random Forest,0.99,0.2,0.05,99.30114358322744,99.14196567862714,100.0,87.54764930114358
159,Random Forest,0.99,0.25,0.05,99.74587039390089,99.68627450980392,100.0,90.85133418043202
160,Random Forest,0.99,0.3,0.05,99.87293519695045,99.84289080911233,100.0,93.96442185514613
161,Random Forest,0.99,0.4,0.05,99.87293519695045,99.84289080911233,100.0,94.79034307496823
162,Random Forest,0.99,0.1,0.08,99.04701397712833,98.83359253499222,100.0,86.02287166454892
163,Random Forest,0.99,0.15,0.08,98.98348157560356,98.75679875679876,100.0,86.46759847522236
164,Random Forest,0.99,0.2,0.08,99.428208386277,99.296875,100.0,88.24650571791614
165,Random Forest,0.99,0.25,0.08,99.74587039390089,99.68627450980392,100.0,92.88437102922491
166,Random Forest,0.99,0.3,0.08,99.87293519695045,99.84289080911233,100.0,94.34561626429479
167,Random Forest,0.99,0.4,0.08,99.80940279542567,99.76452119309262,100.0,95.04447268106735
168,Random Forest,0.99,0.1,0.1,99.1740787801779,98.98753894080997,100.0,87.35705209656925
169,Random Forest,0.99,0.15,0.1,99.23761118170268,99.06469212782541,100.0,88.11944091486659
170,Random Forest,0.99,0.2,0.1,99.428208386277,99.296875,100.0,89.70775095298602
171,Random Forest,0.99,0.25,0.1,99.74587039390089,99.68627450980392,100.0,92.56670902160101
172,Random Forest,0.99,0.3,0.1,99.87293519695045,99.84289080911233,100.0,94.91740787801778
173,Random Forest,0.99,0.4,0.1,100.0,100.0,100.0,96.50571791613723
174,Random Forest,0.99,0.1,0.15,99.30114358322744,99.14196567862714,100.0,90.0889453621347
175,Random Forest,0.99,0.15,0.15,99.30114358322744,99.14196567862714,100.0,89.1994917407878
176,Random Forest,0.99,0.2,0.15,99.49174078780177,99.37451133698201,100.0,90.21601016518424
177,Random Forest,0.99,0.25,0.15,99.80940279542567,99.76452119309262,100.0,94.15501905972046
178,Random Forest,0.99,0.3,0.15,99.93646759847522,99.92138364779875,100.0,96.63278271918678
179,Random Forest,0.99,0.4,0.15,99.87293519695045,99.84289080911233,100.0,96.56925031766201
