,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
96,Logistic Regression,0.9,0.1,0.1,97.07750953,96.72006102,99.76396538,69.18678526
102,Logistic Regression,0.9,0.1,0.15,97.07750953,96.72006102,99.76396538,69.18678526
40,Logistic Regression,0.85,0.3,0.01,97.01397713,96.57534247,99.84264359,67.15374841
46,Logistic Regression,0.85,0.3,0.03,97.01397713,96.57534247,99.84264359,67.15374841
52,Logistic Regression,0.85,0.3,0.05,97.01397713,96.57534247,99.84264359,67.21728081
72,Logistic Regression,0.9,0.1,0.01,96.56925032,96.13343442,99.76396538,66.772554
78,Logistic Regression,0.9,0.1,0.03,96.50571792,96.06060606,99.76396538,66.5819568
91,Logistic Regression,0.9,0.15,0.08,96.50571792,95.99092284,99.84264359,64.54891995
97,Logistic Regression,0.9,0.15,0.1,96.50571792,95.99092284,99.84264359,64.73951715
103,Logistic Regression,0.9,0.15,0.15,96.50571792,95.99092284,99.84264359,64.73951715
79,Logistic Regression,0.9,0.15,0.03,96.44218551,95.98788796,99.76396538,64.23125794
85,Logistic Regression,0.9,0.15,0.05,96.44218551,95.98788796,99.76396538,64.23125794
73,Logistic Regression,0.9,0.15,0.01,96.37865311,95.91527988,99.76396538,63.97712834
11,Logistic Regression,0.8,0.4,0.03,96.31512071,95.70459683,99.92132179,62.3888183
17,Logistic Regression,0.8,0.4,0.05,96.31512071,95.6358164,100,62.26175349
23,Logistic Regression,0.8,0.4,0.08,96.31512071,95.6358164,100,62.5158831
29,Logistic Regression,0.8,0.4,0.1,96.31512071,95.6358164,100,62.77001271
35,Logistic Regression,0.8,0.4,0.15,96.31512071,95.6358164,100,62.3888183
5,Logistic Regression,0.8,0.4,0.01,96.12452351,95.4887218,99.92132179,61.62642948
45,Logistic Regression,0.85,0.25,0.03,96.06099111,95.55388093,99.76396538,60.10165184
63,Logistic Regression,0.85,0.25,0.1,96.06099111,95.55388093,99.76396538,60.41931385
69,Logistic Regression,0.85,0.25,0.15,96.06099111,95.55388093,99.76396538,60.54637865
51,Logistic Regression,0.85,0.25,0.05,95.9974587,95.48192771,99.76396538,60.10165184
57,Logistic Regression,0.85,0.25,0.08,95.9974587,95.48192771,99.76396538,60.16518424
39,Logistic Regression,0.85,0.25,0.01,95.8703939,95.33834586,99.76396538,59.40279543
34,Logistic Regression,0.8,0.3,0.15,95.36213469,94.83532934,99.68528718,55.33672173
22,Logistic Regression,0.8,0.3,0.08,95.29860229,94.76439791,99.68528718,55.08259212
28,Logistic Regression,0.8,0.3,0.1,95.29860229,94.76439791,99.68528718,55.27318933
16,Logistic Regression,0.8,0.3,0.05,95.23506989,94.6935725,99.68528718,55.01905972
10,Logistic Regression,0.8,0.3,0.03,95.17153748,94.62285288,99.68528718,54.51080051
4,Logistic Regression,0.8,0.3,0.01,95.10800508,94.55223881,99.68528718,54.1931385
68,Logistic Regression,0.85,0.2,0.15,95.04447268,94.48173005,99.68528718,53.62134689
56,Logistic Regression,0.85,0.2,0.08,94.98094028,94.41132638,99.68528718,53.17662008
44,Logistic Regression,0.85,0.2,0.03,94.91740788,94.34102755,99.68528718,52.73189327
50,Logistic Regression,0.85,0.2,0.05,94.91740788,94.34102755,99.68528718,52.98602287
62,Logistic Regression,0.85,0.2,0.1,94.91740788,94.34102755,99.68528718,53.04955527
60,Logistic Regression,0.85,0.1,0.1,94.79034307,94.20074349,99.68528718,49.61880559
54,Logistic Regression,0.85,0.1,0.08,94.72681067,94.1307578,99.68528718,49.49174079
38,Logistic Regression,0.85,0.2,0.01,94.66327827,94.06087602,99.68528718,50.57179161
66,Logistic Regression,0.85,0.1,0.15,94.66327827,94.06087602,99.68528718,49.36467598
48,Logistic Regression,0.85,0.1,0.05,94.59974587,93.99109792,99.68528718,48.85641677
42,Logistic Regression,0.85,0.1,0.03,94.47268107,93.85185185,99.68528718,46.95044473
36,Logistic Regression,0.85,0.1,0.01,94.15501906,93.50553506,99.68528718,45.36213469
33,Logistic Regression,0.8,0.25,0.15,93.96442186,93.29896907,99.68528718,47.07750953
27,Logistic Regression,0.8,0.25,0.1,93.83735705,93.16176471,99.68528718,46.69631512
67,Logistic Regression,0.85,0.15,0.15,93.83735705,93.09838473,99.76396538,45.23506989
3,Logistic Regression,0.8,0.25,0.01,93.77382465,93.09331374,99.68528718,46.12452351
9,Logistic Regression,0.8,0.25,0.03,93.77382465,93.09331374,99.68528718,46.18805591
15,Logistic Regression,0.8,0.25,0.05,93.77382465,93.09331374,99.68528718,46.37865311
21,Logistic Regression,0.8,0.25,0.08,93.77382465,93.09331374,99.68528718,46.56925032
49,Logistic Regression,0.85,0.15,0.05,93.77382465,93.0300807,99.76396538,44.79034307
55,Logistic Regression,0.85,0.15,0.08,93.77382465,93.0300807,99.76396538,44.91740788
61,Logistic Regression,0.85,0.15,0.1,93.77382465,93.0300807,99.76396538,44.79034307
43,Logistic Regression,0.85,0.15,0.03,93.58322745,92.88856305,99.68528718,43.90088945
37,Logistic Regression,0.85,0.15,0.01,93.51969504,92.82051282,99.68528718,43.64675985
14,Logistic Regression,0.8,0.2,0.05,92.82083863,92.20116618,99.52793076,40.66073698
32,Logistic Regression,0.8,0.2,0.15,92.82083863,92.20116618,99.52793076,41.16899619
26,Logistic Regression,0.8,0.2,0.1,92.75730623,92.13401311,99.52793076,41.04193139
8,Logistic Regression,0.8,0.2,0.03,92.63024142,92,99.52793076,40.15247776
20,Logistic Regression,0.8,0.2,0.08,92.63024142,92,99.52793076,40.78780178
30,Logistic Regression,0.8,0.1,0.15,92.31257942,91.66666667,99.52793076,35.38754765
