,0
psnr,0.0323756
cpl,0.210915404
cs,0.263555402
ssim,0.122952742
mse,0.060100854
wd,-0.06456204
kl,0.21136279
sss,-0.071828154
tsi,0.06411302
hist_c,0.060552821
hist_i,0.150781996
vae,0.063088157
vif,0.091183333
