,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
31,Decision Tree,0.8,0.15,0.15,78.01778907242694,87.51013787510138,84.89378442171518,14.993646759847522
32,Decision Tree,0.8,0.2,0.15,81.8297331639136,89.68573730862208,87.56884343036978,19.949174078780178
33,Decision Tree,0.8,0.25,0.15,82.84625158831004,89.69072164948453,88.98505114083399,24.968233799237613
34,Decision Tree,0.8,0.3,0.15,85.00635324015248,90.14740108611326,91.42407553107789,29.987293519695044
35,Decision Tree,0.8,0.4,0.15,87.48411689961881,92.35015772870662,92.13217938630999,39.96188055908513
36,Decision Tree,0.85,0.1,0.01,72.74459974587039,86.16838487972508,78.91424075531079,9.974587039390089
37,Decision Tree,0.85,0.15,0.01,77.63659466327827,88.06959403479702,83.63493312352479,14.993646759847522
38,Decision Tree,0.85,0.2,0.01,82.02033036848793,89.3312101910828,88.27694728560189,19.949174078780178
39,Decision Tree,0.85,0.25,0.01,83.03684879288437,89.96815286624204,88.90637293469709,24.968233799237613
40,Decision Tree,0.85,0.3,0.01,84.56162642947903,90.09360374414976,90.87332808811959,29.987293519695044
41,Decision Tree,0.85,0.4,0.01,87.29351969504447,92.33201581027669,91.89614476789929,39.96188055908513
42,Decision Tree,0.85,0.1,0.03,73.95171537484117,86.88946015424165,79.77970102281668,9.974587039390089
43,Decision Tree,0.85,0.15,0.03,78.1448538754765,88.08545603944125,84.34303697875688,14.993646759847522
44,Decision Tree,0.85,0.2,0.03,81.95679796696315,89.26014319809069,88.27694728560189,19.949174078780178
45,Decision Tree,0.85,0.25,0.03,81.95679796696315,89.44844124700239,88.0409126671912,24.968233799237613
46,Decision Tree,0.85,0.3,0.03,84.43456162642948,90.26687598116169,90.4799370574351,29.987293519695044
47,Decision Tree,0.85,0.4,0.03,86.40406607369759,91.84481393507522,91.26671911880409,39.96188055908513
48,Decision Tree,0.85,0.1,0.05,74.65057179161373,86.3939899833055,81.43194335169159,9.974587039390089
49,Decision Tree,0.85,0.15,0.05,77.63659466327827,87.943848059455,83.79228953579859,14.993646759847522
50,Decision Tree,0.85,0.2,0.05,82.52858958068614,89.64968152866243,88.59166011014949,19.949174078780178
51,Decision Tree,0.85,0.25,0.05,82.90978398983482,89.69889064976228,89.06372934697089,24.968233799237613
52,Decision Tree,0.85,0.3,0.05,84.30749682337992,90.50632911392405,90.0078678206137,29.987293519695044
53,Decision Tree,0.85,0.4,0.05,86.9123252858958,92.36276849642005,91.34539732494099,39.96188055908513
54,Decision Tree,0.85,0.1,0.08,74.96823379923761,87.0042194092827,81.11723052714399,9.974587039390089
55,Decision Tree,0.85,0.15,0.08,78.52604828462516,88.20638820638821,84.73642800944138,14.993646759847522
56,Decision Tree,0.85,0.2,0.08,82.71918678526048,89.86432561851556,88.59166011014949,19.949174078780178
57,Decision Tree,0.85,0.25,0.08,83.03684879288437,89.5275590551181,89.45712037765539,24.968233799237613
58,Decision Tree,0.85,0.3,0.08,84.18043202033037,90.17295597484276,90.2439024390244,29.987293519695044
59,Decision Tree,0.85,0.4,0.08,86.72172808132147,92.20985691573927,91.26671911880409,39.96188055908513
60,Decision Tree,0.85,0.1,0.1,74.39644218551462,86.84210526315789,80.48780487804878,9.974587039390089
61,Decision Tree,0.85,0.15,0.1,78.84371029224904,88.130081300813,85.28717545239968,14.993646759847522
62,Decision Tree,0.85,0.2,0.1,80.94027954256671,89.12167606768735,87.01809598741148,19.949174078780178
63,Decision Tree,0.85,0.25,0.1,82.14739517153748,89.0995260663507,88.74901652242329,24.968233799237613
64,Decision Tree,0.85,0.3,0.1,84.49809402795425,90.08587041373927,90.79464988198269,29.987293519695044
65,Decision Tree,0.85,0.4,0.1,86.53113087674714,92.39391513210569,90.79464988198269,39.96188055908513
66,Decision Tree,0.85,0.1,0.15,73.3163913595934,86.7761452031115,78.99291896144769,9.974587039390089
67,Decision Tree,0.85,0.15,0.15,78.7166454891995,87.86407766990291,85.44453186467348,14.993646759847522
68,Decision Tree,0.85,0.2,0.15,81.63913595933926,89.40609951845907,87.64752163650668,19.949174078780178
69,Decision Tree,0.85,0.25,0.15,82.52858958068614,89.0894819466248,89.29976396538159,24.968233799237613
70,Decision Tree,0.85,0.3,0.15,83.79923761118171,90.38155802861685,89.45712037765539,29.987293519695044
71,Decision Tree,0.85,0.4,0.15,87.10292249047014,92.04724409448819,91.97482297403619,39.96188055908513
72,Decision Tree,0.9,0.1,0.01,74.39644218551462,87.03071672354949,80.25177025963808,9.974587039390089
73,Decision Tree,0.9,0.15,0.01,77.63659466327827,88.06959403479702,83.63493312352479,14.993646759847522
74,Decision Tree,0.9,0.2,0.01,82.0838627700127,89.40239043824701,88.27694728560189,19.949174078780178
75,Decision Tree,0.9,0.25,0.01,83.2274459974587,89.4283476898982,89.85051140833988,24.968233799237613
76,Decision Tree,0.9,0.3,0.01,84.87928843710293,89.94586233565352,91.50275373721479,29.987293519695044
77,Decision Tree,0.9,0.4,0.01,87.48411689961881,92.41706161137441,92.05350118017309,39.96188055908513
78,Decision Tree,0.9,0.1,0.03,72.74459974587039,86.04452054794521,79.07159716758459,9.974587039390089
79,Decision Tree,0.9,0.15,0.03,78.84371029224904,88.37970540098199,84.97246262785208,14.993646759847522
80,Decision Tree,0.9,0.2,0.03,82.0838627700127,89.46528332003193,88.19826907946499,19.949174078780178
