,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
110,Logistic Regression,0.95,0.2,0.01,100,100,100,92.00524246,Logistic Regression
111,Logistic Regression,0.95,0.25,0.01,100,100,100,92.00524246,Logistic Regression
112,Logistic Regression,0.95,0.3,0.01,100,100,100,92.39842726,Logistic Regression
113,Logistic Regression,0.95,0.4,0.01,100,100,100,92.66055046,Logistic Regression
114,Logistic Regression,0.95,0.1,0.03,100,100,100,92.00524246,Logistic Regression
115,Logistic Regression,0.95,0.15,0.03,100,100,100,92.39842726,Logistic Regression
116,Logistic Regression,0.95,0.2,0.03,100,100,100,92.39842726,Logistic Regression
117,Logistic Regression,0.95,0.25,0.03,100,100,100,92.39842726,Logistic Regression
118,Logistic Regression,0.95,0.3,0.03,100,100,100,92.66055046,Logistic Regression
119,Logistic Regression,0.95,0.4,0.03,100,100,100,93.05373526,Logistic Regression
120,Logistic Regression,0.95,0.1,0.05,100,100,100,92.13630406,Logistic Regression
121,Logistic Regression,0.95,0.15,0.05,100,100,100,92.39842726,Logistic Regression
122,Logistic Regression,0.95,0.2,0.05,100,100,100,92.39842726,Logistic Regression
123,Logistic Regression,0.95,0.25,0.05,100,100,100,92.39842726,Logistic Regression
124,Logistic Regression,0.95,0.3,0.05,100,100,100,92.79161206,Logistic Regression
125,Logistic Regression,0.95,0.4,0.05,100,100,100,93.05373526,Logistic Regression
126,Logistic Regression,0.95,0.1,0.08,100,100,100,92.52948886,Logistic Regression
127,Logistic Regression,0.95,0.15,0.08,100,100,100,92.66055046,Logistic Regression
128,Logistic Regression,0.95,0.2,0.08,100,100,100,93.31585845,Logistic Regression
129,Logistic Regression,0.95,0.25,0.08,100,100,100,92.26736566,Logistic Regression
130,Logistic Regression,0.95,0.3,0.08,100,100,100,93.05373526,Logistic Regression
131,Logistic Regression,0.95,0.4,0.08,100,100,100,93.31585845,Logistic Regression
132,Logistic Regression,0.95,0.1,0.1,100,100,100,92.79161206,Logistic Regression
133,Logistic Regression,0.95,0.15,0.1,100,100,100,92.92267366,Logistic Regression
134,Logistic Regression,0.95,0.2,0.1,100,100,100,92.79161206,Logistic Regression
135,Logistic Regression,0.95,0.25,0.1,100,100,100,92.92267366,Logistic Regression
136,Logistic Regression,0.95,0.3,0.1,100,100,100,93.05373526,Logistic Regression
137,Logistic Regression,0.95,0.4,0.1,100,100,100,93.18479685,Logistic Regression
138,Logistic Regression,0.95,0.1,0.15,100,100,100,93.05373526,Logistic Regression
139,Logistic Regression,0.95,0.15,0.15,100,100,100,93.44692005,Logistic Regression
140,Logistic Regression,0.95,0.2,0.15,100,100,100,93.05373526,Logistic Regression
141,Logistic Regression,0.95,0.25,0.15,100,100,100,93.31585845,Logistic Regression
142,Logistic Regression,0.95,0.3,0.15,100,100,100,93.70904325,Logistic Regression
143,Logistic Regression,0.95,0.4,0.15,100,100,100,93.97116645,Logistic Regression
144,Logistic Regression,0.99,0.1,0.01,100,100,100,99.8689384,Logistic Regression
145,Logistic Regression,0.99,0.15,0.01,100,100,100,99.8689384,Logistic Regression
146,Logistic Regression,0.99,0.2,0.01,100,100,100,99.8689384,Logistic Regression
147,Logistic Regression,0.99,0.25,0.01,100,100,100,99.8689384,Logistic Regression
148,Logistic Regression,0.99,0.3,0.01,100,100,100,99.8689384,Logistic Regression
149,Logistic Regression,0.99,0.4,0.01,100,100,100,99.8689384,Logistic Regression
150,Logistic Regression,0.99,0.1,0.03,100,100,100,99.8689384,Logistic Regression
151,Logistic Regression,0.99,0.15,0.03,100,100,100,99.8689384,Logistic Regression
152,Logistic Regression,0.99,0.2,0.03,100,100,100,99.8689384,Logistic Regression
153,Logistic Regression,0.99,0.25,0.03,100,100,100,99.8689384,Logistic Regression
154,Logistic Regression,0.99,0.3,0.03,100,100,100,99.8689384,Logistic Regression
155,Logistic Regression,0.99,0.4,0.03,100,100,100,99.8689384,Logistic Regression
156,Logistic Regression,0.99,0.1,0.05,100,100,100,99.8689384,Logistic Regression
157,Logistic Regression,0.99,0.15,0.05,100,100,100,99.8689384,Logistic Regression
158,Logistic Regression,0.99,0.2,0.05,100,100,100,99.8689384,Logistic Regression
