,model,threshold,split_1,split_2,accuracy,human effort
142,Random Forest,0.95,0.3,0.15,97.77195281782437,68.54521625163827
143,Random Forest,0.95,0.4,0.15,98.1651376146789,73.91874180865007
144,Random Forest,0.99,0.1,0.01,97.64089121887287,62.51638269986894
145,Random Forest,0.99,0.15,0.01,98.0340760157274,70.24901703800786
146,Random Forest,0.99,0.2,0.01,98.55832241153342,72.870249017038
147,Random Forest,0.99,0.25,0.01,98.2961992136304,75.09829619921364
148,Random Forest,0.99,0.3,0.01,98.42726081258192,76.14678899082568
149,Random Forest,0.99,0.4,0.01,98.82044560943643,82.96199213630406
150,Random Forest,0.99,0.1,0.03,98.2961992136304,69.2005242463958
151,Random Forest,0.99,0.15,0.03,98.42726081258192,73.13237221494103
152,Random Forest,0.99,0.2,0.03,98.95150720838794,77.58846657929227
153,Random Forest,0.99,0.25,0.03,98.82044560943643,78.63695937090432
154,Random Forest,0.99,0.3,0.03,98.42726081258192,79.42332896461336
155,Random Forest,0.99,0.4,0.03,99.21363040629096,85.4521625163827
156,Random Forest,0.99,0.1,0.05,98.1651376146789,70.9043250327654
157,Random Forest,0.99,0.15,0.05,98.68938401048493,74.96723460026212
158,Random Forest,0.99,0.2,0.05,98.95150720838794,77.98165137614679
159,Random Forest,0.99,0.25,0.05,99.21363040629096,82.43774574049803
160,Random Forest,0.99,0.3,0.05,98.42726081258192,80.86500655307995
161,Random Forest,0.99,0.4,0.05,99.08256880733946,86.23853211009174
162,Random Forest,0.99,0.1,0.08,98.82044560943643,74.70511140235911
163,Random Forest,0.99,0.15,0.08,98.42726081258192,76.4089121887287
164,Random Forest,0.99,0.2,0.08,99.08256880733946,81.25819134993446
165,Random Forest,0.99,0.25,0.08,99.34469200524246,83.22411533420707
166,Random Forest,0.99,0.3,0.08,98.42726081258192,80.47182175622542
167,Random Forest,0.99,0.4,0.08,99.08256880733946,87.54914809960681
168,Random Forest,0.99,0.1,0.1,98.82044560943643,76.67103538663171
169,Random Forest,0.99,0.15,0.1,98.95150720838794,77.45740498034075
170,Random Forest,0.99,0.2,0.1,98.95150720838794,80.99606815203146
171,Random Forest,0.99,0.25,0.1,99.21363040629096,84.66579292267366
172,Random Forest,0.99,0.3,0.1,99.21363040629096,84.66579292267366
173,Random Forest,0.99,0.4,0.1,99.21363040629096,88.46657929226737
174,Random Forest,0.99,0.1,0.15,98.95150720838794,75.49148099606815
175,Random Forest,0.99,0.15,0.15,99.08256880733946,79.29226736566186
176,Random Forest,0.99,0.2,0.15,98.82044560943643,83.22411533420707
177,Random Forest,0.99,0.25,0.15,99.47575360419397,87.2870249017038
178,Random Forest,0.99,0.3,0.15,99.08256880733946,84.27260812581913
179,Random Forest,0.99,0.4,0.15,99.21363040629096,89.25294888597641
