,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
96,Random Forest,0.9,0.1,0.1,97.58576874205845,97.0970206264324,100.0,63.72299872935197
97,Random Forest,0.9,0.15,0.1,97.96696315120711,97.54412893323101,100.0,66.70902160101652
98,Random Forest,0.9,0.2,0.1,98.15756035578144,97.76923076923077,100.0,67.21728081321474
99,Random Forest,0.9,0.25,0.1,98.15756035578144,97.76923076923077,100.0,68.99618805590852
100,Random Forest,0.9,0.3,0.1,98.15756035578144,97.76923076923077,100.0,69.8856416772554
101,Random Forest,0.9,0.4,0.1,98.34815756035579,97.99537393986122,100.0,75.03176620076239
102,Random Forest,0.9,0.1,0.15,97.52223634053367,97.02290076335878,100.0,66.01016518424396
103,Random Forest,0.9,0.15,0.15,98.15756035578144,97.76923076923077,100.0,68.7420584498094
104,Random Forest,0.9,0.2,0.15,98.284625158831,97.91987673343606,100.0,69.05972045743329
105,Random Forest,0.9,0.25,0.15,98.15756035578144,97.76923076923077,100.0,70.4574332909784
106,Random Forest,0.9,0.3,0.15,98.15756035578144,97.76923076923077,100.0,70.64803049555273
107,Random Forest,0.9,0.4,0.15,98.66581956797967,98.37461300309597,100.0,76.6836086404066
108,Random Forest,0.95,0.1,0.01,98.284625158831,97.91987673343606,100.0,73.18932655654383
109,Random Forest,0.95,0.15,0.01,98.47522236340534,98.14671814671814,100.0,75.54002541296062
110,Random Forest,0.95,0.2,0.01,98.72935196950445,98.45081332300542,100.0,76.49301143583227
111,Random Forest,0.95,0.25,0.01,98.79288437102923,98.52713178294573,100.0,76.74714104193139
112,Random Forest,0.95,0.3,0.01,98.66581956797967,98.37461300309597,100.0,77.0012706480305
113,Random Forest,0.95,0.4,0.01,99.11054637865311,98.91050583657588,100.0,82.52858958068614
114,Random Forest,0.95,0.1,0.03,98.72935196950445,98.45081332300542,100.0,77.0012706480305
115,Random Forest,0.95,0.15,0.03,98.91994917407878,98.68012422360249,100.0,79.60609911054638
116,Random Forest,0.95,0.2,0.03,98.91994917407878,98.68012422360249,100.0,79.47903430749682
117,Random Forest,0.95,0.25,0.03,98.98348157560356,98.75679875679876,100.0,80.6861499364676
118,Random Forest,0.95,0.3,0.03,98.91994917407878,98.68012422360249,100.0,81.13087674714104
119,Random Forest,0.95,0.4,0.03,99.30114358322744,99.14196567862714,100.0,85.06988564167726
120,Random Forest,0.95,0.1,0.05,98.60228716645489,98.2985305491106,100.0,79.41550190597205
121,Random Forest,0.95,0.15,0.05,98.98348157560356,98.75679875679876,100.0,81.32147395171538
122,Random Forest,0.95,0.2,0.05,99.30114358322744,99.14196567862714,100.0,82.59212198221093
123,Random Forest,0.95,0.25,0.05,98.856416772554,98.60356865787432,100.0,81.95679796696315
124,Random Forest,0.95,0.3,0.05,99.04701397712833,98.83359253499222,100.0,82.84625158831004
125,Random Forest,0.95,0.4,0.05,99.1740787801779,98.98753894080997,100.0,85.89580686149937
126,Random Forest,0.95,0.1,0.08,98.72935196950445,98.45081332300542,100.0,80.30495552731894
127,Random Forest,0.95,0.15,0.08,99.04701397712833,98.83359253499222,100.0,82.14739517153748
128,Random Forest,0.95,0.2,0.08,99.23761118170268,99.06469212782541,100.0,83.48157560355781
129,Random Forest,0.95,0.25,0.08,99.11054637865311,98.91050583657588,100.0,83.79923761118171
130,Random Forest,0.95,0.3,0.08,99.11054637865311,98.91050583657588,100.0,85.00635324015248
131,Random Forest,0.95,0.4,0.08,99.30114358322744,99.14196567862714,100.0,87.2299872935197
132,Random Forest,0.95,0.1,0.1,98.856416772554,98.60356865787432,100.0,80.87674714104193
133,Random Forest,0.95,0.15,0.1,99.11054637865311,98.91050583657588,100.0,83.79923761118171
134,Random Forest,0.95,0.2,0.1,99.23761118170268,99.06469212782541,100.0,83.98983481575604
135,Random Forest,0.95,0.25,0.1,99.1740787801779,98.98753894080997,100.0,85.89580686149937
136,Random Forest,0.95,0.3,0.1,99.30114358322744,99.14196567862714,100.0,85.45108005082592
137,Random Forest,0.95,0.4,0.1,99.1740787801779,98.98753894080997,100.0,88.18297331639135
138,Random Forest,0.95,0.1,0.15,99.11054637865311,98.91050583657588,100.0,83.35451080050827
139,Random Forest,0.95,0.15,0.15,99.11054637865311,98.91050583657588,100.0,85.06988564167726
140,Random Forest,0.95,0.2,0.15,99.23761118170268,99.06469212782541,100.0,85.26048284625159
141,Random Forest,0.95,0.25,0.15,99.36467598475222,99.21935987509758,100.0,87.35705209656925
142,Random Forest,0.95,0.3,0.15,99.1740787801779,98.98753894080997,100.0,86.59466327827192
143,Random Forest,0.95,0.4,0.15,99.49174078780177,99.37451133698201,100.0,89.26302414231257
144,Random Forest,0.99,0.1,0.01,99.74587039390089,99.68627450980392,100.0,94.91740787801778
145,Random Forest,0.99,0.15,0.01,99.87293519695045,99.84289080911233,100.0,95.55273189326556
