,model,threshold,split_1,split_2,accuracy,human effort
64,SVM,0.85,0.3,0.1,96.23115577889448,54.77386934673367
65,SVM,0.85,0.4,0.1,95.7286432160804,59.2964824120603
66,SVM,0.85,0.1,0.15,96.98492462311557,45.7286432160804
67,SVM,0.85,0.15,0.15,95.22613065326634,41.70854271356784
68,SVM,0.85,0.2,0.15,95.47738693467336,45.97989949748744
69,SVM,0.85,0.25,0.15,96.23115577889448,50.25125628140704
70,SVM,0.85,0.3,0.15,95.97989949748744,53.266331658291456
71,SVM,0.85,0.4,0.15,95.97989949748744,60.80402010050251
72,SVM,0.9,0.1,0.01,93.96984924623115,40.20100502512563
73,SVM,0.9,0.15,0.01,96.23115577889448,47.73869346733668
74,SVM,0.9,0.2,0.01,95.22613065326634,45.7286432160804
75,SVM,0.9,0.25,0.01,96.23115577889448,51.50753768844221
76,SVM,0.9,0.3,0.01,95.97989949748744,55.02512562814071
77,SVM,0.9,0.4,0.01,95.7286432160804,61.55778894472362
78,SVM,0.9,0.1,0.03,95.47738693467336,43.21608040201005
79,SVM,0.9,0.15,0.03,96.23115577889448,48.994974874371856
80,SVM,0.9,0.2,0.03,95.47738693467336,48.49246231155779
81,SVM,0.9,0.25,0.03,96.98492462311557,56.53266331658291
82,SVM,0.9,0.3,0.03,96.23115577889448,55.778894472361806
83,SVM,0.9,0.4,0.03,95.97989949748744,62.814070351758794
84,SVM,0.9,0.1,0.05,96.98492462311557,51.50753768844221
85,SVM,0.9,0.15,0.05,96.48241206030151,50.753768844221106
86,SVM,0.9,0.2,0.05,95.97989949748744,51.005025125628144
87,SVM,0.9,0.25,0.05,96.48241206030151,54.2713567839196
88,SVM,0.9,0.3,0.05,96.48241206030151,58.29145728643216
89,SVM,0.9,0.4,0.05,96.23115577889448,63.5678391959799
90,SVM,0.9,0.1,0.08,96.23115577889448,48.49246231155779
91,SVM,0.9,0.15,0.08,96.48241206030151,53.015075376884425
92,SVM,0.9,0.2,0.08,95.7286432160804,49.74874371859296
93,SVM,0.9,0.25,0.08,97.48743718592965,59.54773869346734
94,SVM,0.9,0.3,0.08,96.98492462311557,60.301507537688444
95,SVM,0.9,0.4,0.08,96.23115577889448,64.07035175879398
96,SVM,0.9,0.1,0.1,94.9748743718593,43.71859296482412
97,SVM,0.9,0.15,0.1,96.73366834170854,50.50251256281407
98,SVM,0.9,0.2,0.1,96.98492462311557,56.030150753768844
99,SVM,0.9,0.25,0.1,96.98492462311557,58.040201005025125
100,SVM,0.9,0.3,0.1,96.23115577889448,56.53266331658291
101,SVM,0.9,0.4,0.1,96.73366834170854,65.07537688442211
102,SVM,0.9,0.1,0.15,96.23115577889448,43.46733668341709
103,SVM,0.9,0.15,0.15,96.73366834170854,54.77386934673367
104,SVM,0.9,0.2,0.15,96.23115577889448,51.75879396984924
105,SVM,0.9,0.25,0.15,96.23115577889448,55.778894472361806
106,SVM,0.9,0.3,0.15,97.23618090452261,61.05527638190955
