,model,threshold,split_1,split_2,accuracy,human effort
132,Random Forest,0.95,0.1,0.1,97.98994974874371,68.09045226130654
133,Random Forest,0.95,0.15,0.1,98.49246231155779,73.36683417085428
134,Random Forest,0.95,0.2,0.1,97.98994974874371,73.36683417085428
135,Random Forest,0.95,0.25,0.1,98.49246231155779,75.12562814070351
136,Random Forest,0.95,0.3,0.1,98.74371859296483,76.38190954773869
137,Random Forest,0.95,0.4,0.1,99.2462311557789,79.14572864321607
138,Random Forest,0.95,0.1,0.15,98.49246231155779,70.85427135678393
139,Random Forest,0.95,0.15,0.15,98.24120603015075,72.61306532663316
140,Random Forest,0.95,0.2,0.15,98.49246231155779,74.87437185929649
141,Random Forest,0.95,0.25,0.15,98.74371859296483,76.38190954773869
142,Random Forest,0.95,0.3,0.15,98.74371859296483,78.39195979899498
143,Random Forest,0.95,0.4,0.15,99.2462311557789,80.40201005025126
144,Random Forest,0.99,0.1,0.01,98.99497487437186,76.38190954773869
145,Random Forest,0.99,0.15,0.01,99.49748743718592,81.15577889447236
146,Random Forest,0.99,0.2,0.01,99.49748743718592,80.90452261306532
147,Random Forest,0.99,0.25,0.01,99.2462311557789,81.15577889447236
148,Random Forest,0.99,0.3,0.01,99.2462311557789,82.91457286432161
149,Random Forest,0.99,0.4,0.01,99.49748743718592,84.67336683417085
150,Random Forest,0.99,0.1,0.03,99.2462311557789,78.39195979899498
151,Random Forest,0.99,0.15,0.03,99.49748743718592,82.1608040201005
152,Random Forest,0.99,0.2,0.03,98.99497487437186,81.4070351758794
153,Random Forest,0.99,0.25,0.03,99.49748743718592,81.90954773869346
154,Random Forest,0.99,0.3,0.03,99.49748743718592,83.91959798994975
155,Random Forest,0.99,0.4,0.03,99.49748743718592,86.18090452261306
156,Random Forest,0.99,0.1,0.05,98.99497487437186,78.89447236180905
157,Random Forest,0.99,0.15,0.05,99.49748743718592,82.41206030150754
