,model,threshold,split_1,split_2,accuracy,human effort
,Random Forest,0.85,0.1,0.03,96.14124499,25.55515107
,Random Forest,0.85,0.15,0.03,96.43247179,29.55951948
,Random Forest,0.85,0.2,0.03,96.65089188,34.47397161
,Random Forest,0.85,0.25,0.03,97.05132872,38.9151802
,Random Forest,0.85,0.3,0.03,97.59737896,43.64761558
,Random Forest,0.85,0.4,0.03,97.81579905,51.69275573
,Random Forest,0.85,0.1,0.05,96.54168183,27.26610848
,Random Forest,0.85,0.15,0.05,96.54168183,30.4696032
,Random Forest,0.85,0.2,0.05,96.86931198,35.38405533
,Random Forest,0.85,0.25,0.05,97.26974882,39.82526392
,Random Forest,0.85,0.3,0.05,97.56097561,43.75682563
,Random Forest,0.85,0.4,0.05,97.88860575,52.38441937
,Random Forest,0.85,0.1,0.08,96.65089188,28.6858391
,Random Forest,0.85,0.15,0.08,96.57808518,31.59810703
,Random Forest,0.85,0.2,0.08,96.97852202,36.36694576
,Random Forest,0.85,0.25,0.08,97.26974882,40.6989443
,Random Forest,0.85,0.3,0.08,97.74299236,44.7761194
,Random Forest,0.85,0.4,0.08,97.8522024,52.82125956
,Random Forest,0.85,0.1,0.1,96.68729523,29.48671278
,Random Forest,0.85,0.15,0.1,96.72369858,32.50819075
,Random Forest,0.85,0.2,0.1,97.05132872,37.09501274
,Random Forest,0.85,0.25,0.1,97.34255552,40.9173644
,Random Forest,0.85,0.3,0.1,97.74299236,45.03094285
,Random Forest,0.85,0.4,0.1,97.96141245,53.2216964
,Random Forest,0.85,0.1,0.15,96.86931198,30.76083
,Random Forest,0.85,0.15,0.15,96.90571533,33.92792137
,Random Forest,0.85,0.2,0.15,97.26974882,38.29632326
,Random Forest,0.85,0.25,0.15,97.56097561,42.37349836
