,0
0,0.07788734972105925
1,-0.0700499444785462
2,0.07141926778563573
3,0.083402404908804
4,-0.01940960355611913
5,-0.06932970427058226
6,-0.12923525600173233
7,-0.0013359019521205137
8,-0.12173293945532965
9,0.016096145190258187
10,-0.08014387590932265
11,-0.010085705559189126
12,0.06933933529901558
