,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,-0.38887405500387695,0.49108527400638796,0.5044663853527166,-0.22299899055917624,-0.6402305300228381,0.033065284794371645,-0.29748540734071144,-0.4489408896098338,0.5621166801564718,0.5672947930124989,-0.1023213648534748,0.5826148957503089
1,-0.38887405500387695,1.0,-0.48461955955765307,-0.0929257102883301,0.10331381497556154,0.07464207229675195,-0.062085235210828156,0.3234725348063647,0.11489807232151446,-0.12323469778232951,-0.01535654105984487,0.5661177949264151,-0.46436943028043376
2,0.49108527400638796,-0.48461955955765307,1.0,0.587715144812213,-0.23651917883427115,-0.22770202557725708,0.06970826882752237,-0.46052320905968436,-0.3376682907289005,0.2838495545129381,0.39359351118852903,0.07178804550281208,0.8711000645246694
3,0.5044663853527166,-0.09292571028833012,0.587715144812213,1.0,-0.20411888699353323,-0.6959692142602277,-0.02186065551561457,-0.30248262232717116,-0.8116554043457282,0.6122377527507534,0.7691901740862457,0.43864424503266597,0.6466525521367441
4,-0.22299899055917624,0.10331381497556155,-0.23651917883427115,-0.2041188869935332,1.0,-0.10504612138742943,0.06999772124032287,0.01982758285065738,0.2849321393307458,0.0007113209116023642,-0.08664590051516208,-0.05048462696421229,-0.19202686839697913
5,-0.6402305300228381,0.07464207229675195,-0.22770202557725705,-0.6959692142602277,-0.10504612138742943,1.0,0.03954765163568569,0.24790143182902985,0.6911795766377592,-0.7622877787340626,-0.7570622420684954,-0.2983163812509239,-0.34232391252834904
6,0.033065284794371645,-0.062085235210828156,0.06970826882752237,-0.021860655515614575,0.06999772124032286,0.039547651635685695,1.0,-0.05698282170934326,0.10982571774111395,-0.044144445395974764,-0.03553373201801136,-0.08438251875481712,0.050269208458123764
7,-0.29748540734071144,0.3234725348063647,-0.4605232090596843,-0.30248262232717116,0.01982758285065738,0.2479014318290298,-0.05698282170934327,1.0,0.27467618407011846,-0.16953187877553097,-0.17255311872567863,0.021666113398130474,-0.37245040475094104
8,-0.4489408896098338,0.11489807232151444,-0.3376682907289005,-0.8116554043457284,0.2849321393307458,0.6911795766377592,0.10982571774111395,0.27467618407011846,1.0,-0.6036349864677842,-0.6702457976080096,-0.3802786274023381,-0.3734172903248584
9,0.5621166801564718,-0.12323469778232951,0.2838495545129381,0.6122377527507534,0.0007113209116023642,-0.7622877787340626,-0.044144445395974764,-0.16953187877553097,-0.6036349864677842,1.0,0.8996608740405416,0.16761456148435372,0.3006959879845597
10,0.5672947930124989,-0.01535654105984487,0.39359351118852903,0.7691901740862456,-0.08664590051516208,-0.7570622420684954,-0.035533732018011355,-0.17255311872567863,-0.6702457976080095,0.8996608740405416,0.9999999999999999,0.3165872210340106,0.42010639468489414
11,-0.10232136485347482,0.5661177949264151,0.07178804550281206,0.438644245032666,-0.05048462696421229,-0.2983163812509239,-0.0843825187548171,0.021666113398130477,-0.3802786274023381,0.1676145614843537,0.31658722103401066,1.0,0.05864410488696121
12,0.5826148957503089,-0.46436943028043376,0.8711000645246694,0.6466525521367441,-0.19202686839697913,-0.34232391252834904,0.050269208458123764,-0.37245040475094104,-0.3734172903248584,0.3006959879845597,0.42010639468489414,0.05864410488696121,1.0
