Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original,high_rain,high_fog,light_fog,moderate_fog,HF_PSNR,LF_PSNR,MF_PSNR,HF_SSIM,LF_SSIM,MF_SSIM,HF_CPL,LF_CPL,MF_CPL,HF_CS,LF_CS,MF_CS,MF_SSS1,HF_KL,HF_MSE,HF_WD,MF_WD,MF_MSE,MF_KL,MF_TSI
0,0,0,0,0,0,0,0,0,0,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578H763_20200409_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578H763_20200409_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578H763_20200409_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578H763_20200409_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578H763_20200409_OH01_DG06_2_10_torchvision.jpg,14.19598789,21.8069656,23.95235628,0.718302236,0.88184422,0.900181372,82.847206,29.702524,16.9594,0.44588274,0.85382485,0.9168849,0.005660209,0.7725824206619293,35.16667073567708,18.31826782226563,9.44759521484375,27.091741943359374,0.6288631192406143,0.3654048434442272
1,1,1,1,1,1,1,1,1,1,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578H763_20200409_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578H763_20200409_OH01_DG06_2_11_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578H763_20200409_OH01_DG06_2_11_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578H763_20200409_OH01_DG06_2_11_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578H763_20200409_OH01_DG06_2_11_torchvision.jpg,12.53644604,20.65847314,21.93181978,0.786736315,0.905930638,0.920073648,46.252613,17.76486,16.349394,0.6199439,0.8935794,0.88917416,0.008534943,inf,65.15985717773438,28.97931518554688,12.098486328124997,22.632279459635416,0.7197692167860352,0.4336227984344427
2,2,2,2,2,2,2,2,2,2,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578H763_20200409_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578H763_20200409_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578H763_20200409_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578H763_20200409_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578H763_20200409_OH01_DG06_2_9_torchvision.jpg,17.98621036,19.47552027,20.62658833,0.923837082,0.902872544,0.913723776,14.343129,18.425592,21.035078,0.8782366,0.8355912,0.79392797,0.011388039,0.4539561780231778,68.85980834960938,14.160388183593746,11.090692138671876,37.736488850911456,0.8267538794646863,0.0563906555772986
3,3,3,3,3,3,3,3,3,3,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_13_torchvision.jpg,20.50433599,25.17442746,22.13578372,0.870654968,0.915652691,0.898170468,19.346287,12.085709,19.704044,0.90033543,0.9336917,0.88935024,0.02167685,0.5465802912197059,41.03159993489583,17.151940917968755,8.854675292968752,17.386187744140624,0.5527977337560143,0.5401174168297471
4,4,4,4,4,4,4,4,4,4,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_14_torchvision.jpg,14.18827339,13.70331511,11.93993709,0.804572217,0.712125079,0.624785607,34.635006,60.687782,108.289185,0.836608,0.6685004,0.1925153,0.03081693,0.5211737560454813,42.24420369466146,15.560223388671876,29.9521728515625,20.833182779947915,1.1038488946284204,4.313025929549902
5,5,5,5,5,5,5,5,5,5,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_16_torchvision.jpg,17.46972056,18.01716179,14.89616594,0.880233733,0.870554124,0.788036678,21.199543,28.030163,46.548195,0.8725205,0.83065325,0.68987644,0.027934019,0.8192968798060625,33.790425618489586,23.189282226562497,11.63580322265625,39.722233072916666,0.4793878680104649,2.8454072896281803
6,6,6,6,6,6,6,6,6,6,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_25.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_25_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_25_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_25_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_25_torchvision.jpg,19.41132989,13.16443585,15.22876774,0.938178808,0.888240476,0.831135357,5.4034896,6.8305573,38.950836,0.91389537,0.8854741,0.22539973,0.002286295,1.2362404269712508,24.69259033203125,20.31309204101563,17.540039062499993,31.582661946614586,inf,1.417783757338552
7,7,7,7,7,7,7,7,7,7,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_26_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_26_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_26_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_26_torchvision.jpg,13.9072007,25.33472881,17.96754282,0.714760078,0.897750945,0.862298152,45.89624,11.976564,20.655512,0.7856539,0.94267917,0.90580636,0.028419843,0.9282190515392608,63.54116414388021,34.41233520507813,21.96635131835937,60.44763793945312,0.8288753828420602,0.2938845401174141
8,8,8,8,8,8,8,8,8,8,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_27.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1578X721_20200409_OH01_DG06_2_27_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_27_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_27_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578X721_20200409_OH01_DG06_2_27_torchvision.jpg,13.26725456,20.65876853,16.46885817,0.841800854,0.928009318,0.798134713,19.80917,11.873102,48.238686,0.88680005,0.930228,0.6504896,0.03872502,1.0366443492223358,63.63847045898437,33.74620361328125,23.445349121093745,24.2140604654948,inf,2.195780332681018
9,9,9,9,9,9,9,9,9,9,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672B291_20200401_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672B291_20200401_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672B291_20200401_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672B291_20200401_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672B291_20200401_OH01_DG06_2_14_torchvision.jpg,26.35116281,11.84227793,12.98788951,0.915517014,0.574872848,0.829972468,18.346094,86.40609,76.08365,0.887362,0.038627006,0.40543652,0.021452896,inf,11.984771728515623,2.587689208984375,8.6037841796875,27.995015462239586,inf,2.6273544520547945
10,10,10,10,10,10,10,10,10,10,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672B291_20200401_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672B291_20200401_OH01_DG06_2_18_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672B291_20200401_OH01_DG06_2_18_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672B291_20200401_OH01_DG06_2_18_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672B291_20200401_OH01_DG06_2_18_torchvision.jpg,17.41985451,15.09917497,14.75072485,0.926581577,0.794701284,0.727459902,44.15371,31.232443,40.021984,0.7498795,0.8051895,0.7412759,0.042623427,0.2219509760332244,26.927081298828124,6.736859130859374,12.349566650390624,59.10798746744792,0.2796330287069072,2.991407778864972
11,11,11,11,11,11,11,11,11,11,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_23.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_23_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_23_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_23_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_23_torchvision.jpg,8.210934061,25.69395084,17.50000354,0.480129994,0.898850492,0.843776374,98.44436,17.002401,23.56612,0.047733158,0.9103337,0.8731943,0.034168933,0.3663301399496534,44.52610880533855,17.140393066406247,7.5893798828125,38.26885986328125,inf,1.5905026908023483
12,12,12,12,12,12,12,12,12,12,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_24.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_24_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_24_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_24_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_24_torchvision.jpg,25.01611652,20.23610009,10.08192398,0.928103561,0.795920817,0.621477956,18.58392,48.018635,69.84513,0.8652231,0.5619093,0.059422255,0.034813628,inf,6.098909505208334,5.953051757812499,23.59841308593749,67.76617431640625,inf,4.829488747553816
13,13,13,13,13,13,13,13,13,13,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_6.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_6_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_6_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_6_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_6_torchvision.jpg,19.25615457,17.43378075,12.38298096,0.746842833,0.764689508,0.587541369,61.705193,58.042625,95.4821,0.6516259,0.67563075,0.34550193,0.023953356,inf,28.272367350260417,10.194769287109375,18.962994384765626,58.410099283854166,-0.0027233816483685,5.7862952544031305
14,14,14,14,14,14,14,14,14,14,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_7.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_7_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_7_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_7_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_7_torchvision.jpg,14.42039945,18.00895902,22.86926529,0.508178327,0.639156849,0.877386969,111.37333,104.386024,24.03004,0.26170492,0.3717763,0.89478976,0.006982902,inf,21.372731526692707,29.04754638671876,6.202343749999999,37.69572347005208,inf,1.9945511252446175
15,15,15,15,15,15,15,15,15,15,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_8_torchvision.jpg,10.56914083,17.3997685,11.99541387,0.731186134,0.844815812,0.709929189,37.47325,27.301655,47.78704,0.50535816,0.6747446,0.27326342,0.01704684,-0.1718253819379462,68.86047973632813,29.86260986328125,27.151208496093748,80.05886840820312,inf,3.3574792074363984
16,16,16,16,16,16,16,16,16,16,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1672D721_20200401_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1672D721_20200401_OH01_DG06_2_9_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1672D721_20200401_OH01_DG06_2_9_torchvision.jpg,24.71289321,17.06670836,16.15499211,0.911576505,0.828709204,0.807848491,12.162926,23.640644,30.243195,0.92076325,0.83975005,0.78694826,0.019626051,inf,23.03138427734375,3.249188232421876,7.904815673828125,56.15706176757813,-0.0428572897369658,2.450898972602741
17,17,17,17,17,17,17,17,17,17,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1673E672_20200416_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1673E672_20200416_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1673E672_20200416_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1673E672_20200416_OH01_DG06_2_10_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_10_torchvision.jpg,20.01884525,26.1865482,16.61425867,0.90932638,0.959780431,0.867153816,14.651555,4.8615403,34.460415,0.87064743,0.95934725,0.65582484,0.017767573,inf,50.5798095703125,10.7160400390625,15.518109130859376,55.233420817057294,inf,1.6203400195694715
18,18,18,18,18,18,18,18,18,18,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1673E672_20200416_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1673E672_20200416_OH01_DG06_2_3_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1673E672_20200416_OH01_DG06_2_3_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1673E672_20200416_OH01_DG06_2_3_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_3_torchvision.jpg,12.99079136,17.13205001,13.52862038,0.742045311,0.842569645,0.749569122,65.325226,55.456,51.891235,0.094445005,0.23835614,0.23176019,0.011833793,inf,59.06650390625,20.83355712890625,22.81004028320312,83.68332926432292,-0.0091234433633666,1.2531005381604698
19,19,19,19,19,19,19,19,19,19,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1673E672_20200416_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1673E672_20200416_OH01_DG06_2_4_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1673E672_20200416_OH01_DG06_2_4_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1673E672_20200416_OH01_DG06_2_4_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_4_torchvision.jpg,24.09066177,15.67813504,14.39569819,0.872444927,0.915383316,0.83337046,27.730595,41.947407,44.554554,0.64228576,0.5043086,0.38570502,0.09049767,0.0158676886526742,19.58185424804688,4.1071044921875,10.502197265625,21.85119018554688,inf,1.6108488258317024
20,20,20,20,20,20,20,20,20,20,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1673E672_20200416_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1673E672_20200416_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1673E672_20200416_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1673E672_20200416_OH01_DG06_2_8_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_8_torchvision.jpg,22.93687629,18.77686939,20.20571186,0.953825493,0.922340579,0.947265077,7.3015213,20.525358,9.907025,0.90708286,0.7175787,0.8731681,0.004144623,0.7725191488880252,49.633837890625,7.260546875,10.688665771484374,54.37827555338541,0.956835893183019,0.4625856164383553
21,21,21,21,21,21,21,21,21,21,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674E732_20200403_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,17.39523248,22.60660243,18.14534908,0.850599138,0.84885846,0.820968885,25.920197,42.392746,46.136925,0.8840238,0.79375225,0.7733009,0.036159087,0.0737704562520471,58.94735514322917,12.606512451171875,8.849188232421875,31.96155192057292,0.265743279241775,1.8700403620352244
22,22,22,22,22,22,22,22,22,22,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674Z011_20200416_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674Z011_20200416_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674Z011_20200416_OH01_DG06_2_13_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_13_torchvision.jpg,22.1307478,18.70989336,9.040169125,0.851304978,0.827828686,0.404030176,31.743097,37.847717,158.27167,0.89537275,0.88415855,0.100397065,0.022533761,0.1496575736972443,42.84377848307292,5.407067871093751,48.27845458984374,60.14596150716146,inf,9.624217221135028
23,23,23,23,23,23,23,23,23,23,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,14.50116323,22.86815807,19.2623989,0.717413939,0.918184222,0.898620664,59.73335,16.158401,17.434704,0.55711216,0.9016286,0.89309734,0.016509537,0.4871979857802022,51.322218831380205,10.616058349609377,7.991766357421876,45.6155029296875,inf,0.8048862524461837
24,24,24,24,24,24,24,24,24,24,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,14.75344087,10.65196437,12.66759856,0.798107626,0.63064105,0.599714976,29.202515,54.180634,63.896156,0.81376696,0.6276573,0.5082862,0.01828766,0.5170127193149525,37.21749064127605,16.928393554687503,33.741943359375,50.145005289713545,0.8785416825669263,4.421428571428572
25,25,25,25,25,25,25,25,25,25,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_17.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674Z011_20200416_OH01_DG06_2_17_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674Z011_20200416_OH01_DG06_2_17_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674Z011_20200416_OH01_DG06_2_17_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_17_torchvision.jpg,12.08327161,15.99438177,15.40801476,0.685180977,0.84949969,0.824621736,48.90573,23.087193,31.83516,0.6578169,0.853906,0.79003155,0.03795549,1.2179102246968678,65.52862345377604,20.00860595703125,16.773211669921878,44.87154337565104,0.9120264111444302,1.5982142857142865
26,26,26,26,26,26,26,26,26,26,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,7.102434884,14.72646763,14.61642884,0.477523825,0.855145216,0.867741805,68.25527,15.540243,17.727877,0.06571975,0.8895817,0.860011,0.040872965,2.268896657625569,55.27847900390625,30.91907958984375,21.44667358398437,51.01805826822917,inf,0.9020181017612524
