Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original,high_rain,high_fog,light_fog,moderate_fog,HF_PSNR,LF_PSNR,MF_PSNR,HF_SSIM,LF_SSIM,MF_SSIM,HF_CPL,LF_CPL,MF_CPL,HF_CS,LF_CS,MF_CS,MF_SSS1,HF_KL,HF_MSE,HF_WD,MF_WD,MF_MSE,MF_KL,MF_TSI
199,199,199,199,199,199,199,199,199,199,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079E353_199.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079E353_199_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079E353_199_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079E353_199_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079E353_199_torchvision.jpg,14.7270811,21.86627188,24.79294156,0.78356368,0.829660116,0.926116962,37.612732,30.94513,12.302679,0.5283874,0.61693394,0.87685776,0.00844938,0.5054580768287994,57.18937581380208,8.097930908203125,9.818536376953125,27.961226399739584,1.377032038774532,0.4600843933463805
200,200,200,200,200,200,200,200,200,200,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079R992_200.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079R992_200_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079R992_200_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079R992_200_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079R992_200_torchvision.jpg,15.85619566,23.68635462,18.39223824,0.863012672,0.943538958,0.896686452,32.29021,14.013647,25.7604,0.80078286,0.9215537,0.84487545,0.010506725,2.1171030799537727,31.85711263020833,28.39817504882812,27.47264404296876,5.61446533203125,4.306434308469946,0.901602250489236
201,201,201,201,201,201,201,201,201,201,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079W642_201.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079W642_201_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079W642_201_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079W642_201_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079W642_201_torchvision.jpg,17.03940716,19.14598566,19.97393324,0.84013788,0.856863772,0.883321355,35.698574,24.38269,22.4888,0.8314516,0.90156704,0.8952016,0.026882645,2.851747752216861,37.15736287434896,32.68574829101562,17.959527587890626,30.23261922200521,1.166931103836497,0.7233794031311147
202,202,202,202,202,202,202,202,202,202,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079X191_202.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079X191_202_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079X191_202_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079X191_202_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X191_202_torchvision.jpg,15.30946837,21.29085172,14.2383867,0.839765818,0.888011445,0.819118092,21.636206,17.793514,42.80573,0.907149,0.9252238,0.8165665,0.024208296,1.1864385415865384,69.17805989583333,24.85155639648437,25.32805786132812,55.369659423828125,inf,2.621887230919766
203,203,203,203,203,203,203,203,203,203,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079X731_203.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079X731_203_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079X731_203_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079X731_203_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X731_203_torchvision.jpg,12.59412091,13.01957006,19.46361832,0.846828781,0.807928498,0.930179988,17.561687,47.841045,12.160418,0.89004093,0.63873374,0.92145175,0.002984019,1.8317605061184163,53.08406372070313,40.014514160156246,25.86580200195312,3.295652262369792,2.836554835212601,0.3084515655577302
204,204,204,204,204,204,204,204,204,204,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079X891_204.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2079X891_204_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2079X891_204_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2079X891_204_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X891_204_torchvision.jpg,9.714615013,17.65347359,14.04230092,0.624842273,0.871474809,0.776555934,90.761185,37.33707,68.7526,0.19200419,0.79154855,0.52719355,0.054936193,1.2818210750785457,55.34401245117188,30.481884765625,16.781317138671877,42.697357177734375,0.9830884489181314,2.5432240704500986
205,205,205,205,205,205,205,205,205,205,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2080E752_205.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2080E752_205_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2080E752_205_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2080E752_205_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080E752_205_torchvision.jpg,9.313953855,14.34205634,11.71698659,0.399759469,0.693433104,0.489236459,110.65135,62.223534,98.66972,0.04359256,0.6607227,0.3192736,0.011001649,0.308667014516186,50.86351318359375,5.80965576171875,11.663146972656252,58.45651448567708,0.3673636331132503,7.863362279843443
206,206,206,206,206,206,206,206,206,206,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2080H201_206.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2080H201_206_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2080H201_206_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2080H201_206_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080H201_206_torchvision.jpg,10.07689538,22.74981683,9.871154427,0.578552225,0.877296216,0.542553519,119.24766,29.315296,118.18034,0.5000528,0.9030168,0.5152454,0.03389186,0.8319356288963305,57.292466227213545,17.61764526367188,20.45896606445313,46.21975911458333,0.7884252215686608,6.330699608610567
207,207,207,207,207,207,207,207,207,207,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2080X442_207.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2080X442_207_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2080X442_207_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2080X442_207_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X442_207_torchvision.jpg,12.12564549,19.34302006,15.8118255,0.630515838,0.85952219,0.809938444,69.10123,24.745022,35.898994,0.12120689,0.81210685,0.7084905,0.035715353,0.8117495667237704,56.789825439453125,12.19781494140625,12.685992431640626,40.30114135742188,0.8129219484863691,0.0932240704500984
208,208,208,208,208,208,208,208,208,208,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2080X491_208.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2080X491_208_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2080X491_208_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2080X491_208_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X491_208_torchvision.jpg,16.2005281,18.32293962,17.69642824,0.837449412,0.882161048,0.868928829,30.29214,19.473999,23.392452,0.84803843,0.89305156,0.8794745,0.019930357,1.248910127959978,32.81154988606771,29.51001586914062,24.705322265625004,30.63416748046875,1.4746195932494608,0.4319838551859094
209,209,209,209,209,209,209,209,209,209,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2080X623_209.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2080X623_209_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2080X623_209_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2080X623_209_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X623_209_torchvision.jpg,10.37196531,15.85433301,9.385877195,0.506869321,0.763742217,0.47645761,122.815796,58.729095,120.92668,0.096603975,0.7194708,0.122328706,0.04692107,inf,64.97064412434896,15.406341552734371,18.2736572265625,63.873793538411455,inf,6.513582436399218
210,210,210,210,210,210,210,210,210,210,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2081H482_210.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2081H482_210_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2081H482_210_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2081H482_210_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2081H482_210_torchvision.jpg,12.57316393,12.10000807,13.30899564,0.50045507,0.521024983,0.50972232,12.790274,10.374171,12.445804,0.46508205,0.59728444,0.46334115,0.004712252,1.5032746693518562,29.627888997395832,44.898327636718754,37.7412353515625,29.364552815755207,1.1780108525937436,9.630479452054791
211,211,211,211,211,211,211,211,211,211,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21681512_211.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_21681512_211_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_21681512_211_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_21681512_211_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21681512_211_torchvision.jpg,25.88830276,24.59366441,10.15299394,0.932720343,0.933153678,0.656473245,9.393353,9.584097,68.45494,0.93715996,0.9353119,0.3010445,0.014831949,0.4576609392421065,50.33064575195313,5.4967407226562495,38.65159912109375,56.92445678710938,inf,3.42897504892368
212,212,212,212,212,212,212,212,212,212,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21683381_212.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_21683381_212_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_21683381_212_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_21683381_212_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21683381_212_torchvision.jpg,19.92907535,17.26947603,22.10866284,0.881168128,0.853708286,0.915205147,16.166393,20.146278,13.235945,0.92351043,0.9087813,0.93649685,0.007848118,0.825750125585124,35.083807373046874,11.846124267578125,9.885601806640624,35.343282063802086,0.6671504861761647,0.095713062622309
213,213,213,213,213,213,213,213,213,213,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21683593_213.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_21683593_213_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_21683593_213_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_21683593_213_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21683593_213_torchvision.jpg,26.29115368,18.92970915,15.51175025,0.936725594,0.888795532,0.755523477,11.41232,13.194585,47.32918,0.8894774,0.8732029,0.29007033,0.008339974,0.0431315494648364,9.412349446614584,5.032891845703125,28.62765502929687,93.86077677408854,inf,2.711509295499022
214,214,214,214,214,214,214,214,214,214,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2168Q362_214.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2168Q362_214_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2168Q362_214_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2168Q362_214_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2168Q362_214_torchvision.jpg,17.39946951,22.55398711,18.74345784,0.906685975,0.938869345,0.902317516,28.859894,12.178846,29.78307,0.6852439,0.8889232,0.68360704,0.019770123,1.2829995393757525,50.03352661132813,17.629937744140623,13.120147705078129,20.72845662434896,1.1473109557034826,0.6241682974559697
215,215,215,215,215,215,215,215,215,215,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2168Q751_215.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2168Q751_215_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2168Q751_215_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2168Q751_215_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2168Q751_215_torchvision.jpg,17.16256602,17.04972689,14.72222013,0.888975116,0.872880557,0.782574027,19.267828,24.014957,56.38491,0.88179547,0.86849827,0.49555984,0.044472627,1.5338429179992623,45.5335693359375,22.5435302734375,22.37374877929688,48.24456990559896,1.400298080928944,1.8968016144814095
216,216,216,216,216,216,216,216,216,216,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2169S642_216.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2169S642_216_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2169S642_216_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2169S642_216_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2169S642_216_torchvision.jpg,10.37390989,11.51400626,17.87317384,0.475418233,0.630194776,0.858328243,58.48456,36.154133,13.755808,0.057550594,0.614146,0.8804489,0.006781365,inf,50.63849894205729,13.52401733398438,16.02794189453125,44.30290934244792,0.631848263978731,0.5742783757338552
217,217,217,217,217,217,217,217,217,217,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2171S981_217.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2171S981_217_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2171S981_217_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2171S981_217_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171S981_217_torchvision.jpg,16.06925647,13.85076027,18.73205039,0.808730592,0.606756835,0.846323243,45.93046,80.56661,26.668161,0.655469,0.117011316,0.817564,0.03215134,0.6057634231375418,63.55981038411458,17.2730712890625,12.799871826171874,23.616566975911457,2.026404813379637,1.48567759295499
218,218,218,218,218,218,218,218,218,218,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2171Y184_218.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2171Y184_218_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2171Y184_218_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2171Y184_218_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171Y184_218_torchvision.jpg,14.98603201,14.49906959,15.62233746,0.856982826,0.860948676,0.889126541,33.811504,29.602514,16.308529,0.49670047,0.7160571,0.8557039,0.01484577,1.282180954309269,54.29643147786458,16.26595458984375,35.25028076171875,15.875832112630208,4.731335558821246,0.178510273972603
219,219,219,219,219,219,219,219,219,219,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2171Z541_219.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2171Z541_219_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2171Z541_219_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2171Z541_219_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171Z541_219_torchvision.jpg,13.0848453,22.04826299,24.87820955,0.675346086,0.879709302,0.885579874,74.81309,24.650578,21.672522,0.34908235,0.84058106,0.8630752,0.016380398,0.9084762189171608,61.3546142578125,21.52658081054689,7.30975341796875,31.18641560872396,1.655875716378532,0.3288221624266132
220,220,220,220,220,220,220,220,220,220,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2175E771_220.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2175E771_220_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2175E771_220_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2175E771_220_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175E771_220_torchvision.jpg,13.73070105,23.69171768,16.18269796,0.758198356,0.938414719,0.749078307,53.713097,38.203266,121.18961,0.6131727,0.76551384,0.32209095,0.10035088,0.0483275440872396,61.70753784179688,19.997595214843752,6.075604248046875,29.19222615559896,0.2507734078075463,0.9131665851272012
221,221,221,221,221,221,221,221,221,221,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2175F051_221.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2175F051_221_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2175F051_221_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2175F051_221_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F051_221_torchvision.jpg,10.54590178,25.34025222,19.97040255,0.778399269,0.952783646,0.88341034,38.13913,8.616466,38.446693,0.4216501,0.8906697,0.48785135,0.042955786,inf,61.16775105794271,29.441998291015626,13.4191162109375,76.46255900065104,0.0341627594745036,0.8466181506849322
222,222,222,222,222,222,222,222,222,222,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2175F581_222.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2175F581_222_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2175F581_222_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2175F581_222_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F581_222_torchvision.jpg,13.32499961,20.3396396,15.53660642,0.753592777,0.890626906,0.719412214,43.993023,21.613987,65.53634,0.79708827,0.90498865,0.6763327,0.043073747,0.5359887780892577,49.60138142903646,14.753802490234376,7.709246826171874,45.19242146809896,0.6146916634184282,2.4389310176125245
223,223,223,223,223,223,223,223,223,223,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2175F902_223.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2175F902_223_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2175F902_223_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2175F902_223_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F902_223_torchvision.jpg,9.415364476,18.71703801,12.81821584,0.543932577,0.786561651,0.751819527,87.993645,70.97069,49.33351,0.17167673,0.4644794,0.67108744,0.056451596,inf,59.65654500325521,18.65216064453125,19.138720703125003,52.490865071614586,1.0494431047024373,3.488716976516635
224,224,224,224,224,224,224,224,224,224,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176E201_224.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176E201_224_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2176E201_224_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2176E201_224_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176E201_224_torchvision.jpg,12.1482521,11.44638208,9.696046422,0.578309586,0.576486436,0.581856822,68.709114,75.12535,75.00886,0.23479831,0.059025604,0.17026594,0.079290375,inf,32.47509969075521,34.28819580078124,22.716711425781256,60.511409505208334,0.3845652847914058,3.36306873776908
225,225,225,225,225,225,225,225,225,225,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176G121_225.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176G121_225_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2176G121_225_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2176G121_225_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176G121_225_torchvision.jpg,29.78320603,17.07023874,13.21878472,0.962952077,0.89654001,0.750497964,7.638832,17.058384,51.75824,0.9286944,0.855154,0.2993082,0.028127035,0.0222526478970748,23.444156901041666,3.3322021484375,19.734509277343747,77.10406290690104,-0.0321456376565368,1.561099559686889
226,226,226,226,226,226,226,226,226,226,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176Q791_226.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176Q791_226_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2176Q791_226_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2176Q791_226_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Q791_226_torchvision.jpg,18.34923493,16.70012657,11.78925024,0.793358309,0.769639898,0.687339456,37.433693,50.422962,61.639385,0.6096755,0.46723586,0.116132304,0.038669497,inf,4.93106689453125,15.9411376953125,35.68402099609375,33.90759073893229,inf,3.4094055772994123
227,227,227,227,227,227,227,227,227,227,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176Q791_227.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176Q791_227_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2176Q791_227_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2176Q791_227_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Q791_227_torchvision.jpg,16.35136512,12.39838427,27.68572659,0.753239894,0.655662173,0.914805538,69.23176,90.485916,11.320645,0.48844174,0.22065209,0.92750025,0.011861944,0.170624122278318,47.93447265625,17.28899536132813,2.6553588867187496,14.610715738932292,inf,0.2923923679060678
228,228,228,228,228,228,228,228,228,228,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176W421_228.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2176W421_228_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2176W421_228_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2176W421_228_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176W421_228_torchvision.jpg,16.50795994,17.73419119,19.31361512,0.866385566,0.866082692,0.880593394,63.062023,22.018358,21.819544,0.61992586,0.88414586,0.88333225,0.013570417,inf,19.810357666015623,16.476171874999995,5.971270751953124,34.17813517252604,0.2426390358445307,1.15539995107632
