,0
0,0.03624332488716086
1,-0.2831507616280649
2,0.005819969023971663
3,0.10727967830171635
4,0.04321459507690372
5,-0.04471487614913184
6,0.009665654327593145
7,-0.03210930213610285
8,-0.09102684221826043
9,-0.16590841678992135
10,0.0054292277239434104
11,0.14456578820744648
