,model,threshold,split_1,split_2,accuracy,human effort
57,Decision Tree,0.85,0.25,0.08,86.68341708542714,34.17085427135678
58,Decision Tree,0.85,0.3,0.08,89.19597989949749,45.97989949748744
59,Decision Tree,0.85,0.4,0.08,89.94974874371859,49.74874371859296
60,Decision Tree,0.85,0.1,0.1,75.37688442211055,19.597989949748744
61,Decision Tree,0.85,0.15,0.1,84.42211055276383,33.165829145728644
62,Decision Tree,0.85,0.2,0.1,86.68341708542714,37.688442211055275
63,Decision Tree,0.85,0.25,0.1,86.68341708542714,34.17085427135678
64,Decision Tree,0.85,0.3,0.1,89.44723618090453,47.98994974874372
65,Decision Tree,0.85,0.4,0.1,89.94974874371859,49.74874371859296
66,Decision Tree,0.85,0.1,0.15,75.87939698492463,24.623115577889447
67,Decision Tree,0.85,0.15,0.15,84.92462311557789,37.437185929648244
68,Decision Tree,0.85,0.2,0.15,87.1859296482412,41.959798994974875
69,Decision Tree,0.85,0.25,0.15,86.68341708542714,34.17085427135678
70,Decision Tree,0.85,0.3,0.15,89.44723618090453,51.75879396984924
71,Decision Tree,0.85,0.4,0.15,89.94974874371859,49.74874371859296
72,Decision Tree,0.9,0.1,0.01,78.39195979899498,54.2713567839196
73,Decision Tree,0.9,0.15,0.01,87.1859296482412,66.58291457286433
74,Decision Tree,0.9,0.2,0.01,89.44723618090453,69.09547738693468
75,Decision Tree,0.9,0.25,0.01,89.94974874371859,70.85427135678393
76,Decision Tree,0.9,0.3,0.01,91.4572864321608,73.86934673366834
77,Decision Tree,0.9,0.4,0.01,92.46231155778895,79.39698492462311
78,Decision Tree,0.9,0.1,0.03,78.39195979899498,54.2713567839196
79,Decision Tree,0.9,0.15,0.03,87.1859296482412,66.58291457286433
80,Decision Tree,0.9,0.2,0.03,89.44723618090453,69.09547738693468
81,Decision Tree,0.9,0.25,0.03,89.94974874371859,70.85427135678393
82,Decision Tree,0.9,0.3,0.03,91.4572864321608,73.86934673366834
83,Decision Tree,0.9,0.4,0.03,92.46231155778895,79.39698492462311
84,Decision Tree,0.9,0.1,0.05,78.39195979899498,54.2713567839196
85,Decision Tree,0.9,0.15,0.05,87.1859296482412,66.58291457286433
