,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
135,Decision Tree,0.95,0.25,0.1,90.78467153,92.18967922,93.62606232,25,Decision Tree
4,Decision Tree,0.8,0.3,0.01,90.87591241,93.53448276,92.20963173,29.9270073,Decision Tree
81,Decision Tree,0.9,0.25,0.03,90.87591241,92.91784703,92.91784703,25,Decision Tree
88,Decision Tree,0.9,0.3,0.05,90.87591241,93.03977273,92.77620397,29.9270073,Decision Tree
93,Decision Tree,0.9,0.25,0.08,90.87591241,93.03977273,92.77620397,25,Decision Tree
147,Decision Tree,0.99,0.25,0.01,90.87591241,93.03977273,92.77620397,25,Decision Tree
118,Decision Tree,0.95,0.3,0.03,90.96715328,93.17211949,92.77620397,29.9270073,Decision Tree
129,Decision Tree,0.95,0.25,0.08,90.96715328,93.17211949,92.77620397,25,Decision Tree
141,Decision Tree,0.95,0.25,0.15,90.96715328,92.32914923,93.76770538,25,Decision Tree
159,Decision Tree,0.99,0.25,0.05,90.96715328,92.56661992,93.48441926,25,Decision Tree
9,Decision Tree,0.8,0.25,0.03,91.05839416,93.05949008,93.05949008,25,Decision Tree
111,Decision Tree,0.95,0.25,0.01,91.05839416,93.18181818,92.91784703,25,Decision Tree
123,Decision Tree,0.95,0.25,0.05,91.05839416,92.93785311,93.20113314,25,Decision Tree
15,Decision Tree,0.8,0.25,0.05,91.14963504,93.06930693,93.20113314,25,Decision Tree
45,Decision Tree,0.85,0.25,0.03,91.14963504,92.58741259,93.76770538,25,Decision Tree
166,Decision Tree,0.99,0.3,0.08,91.14963504,93.06930693,93.20113314,29.9270073,Decision Tree
177,Decision Tree,0.99,0.25,0.15,91.14963504,92.46861925,93.90934844,25,Decision Tree
3,Decision Tree,0.8,0.25,0.01,91.24087591,93.32386364,93.05949008,25,Decision Tree
21,Decision Tree,0.8,0.25,0.08,91.24087591,92.71708683,93.76770538,25,Decision Tree
51,Decision Tree,0.85,0.25,0.05,91.24087591,93.32386364,93.05949008,25,Decision Tree
57,Decision Tree,0.85,0.25,0.08,91.24087591,93.32386364,93.05949008,25,Decision Tree
69,Decision Tree,0.85,0.25,0.15,91.24087591,92.47910864,94.0509915,25,Decision Tree
171,Decision Tree,0.99,0.25,0.1,91.24087591,93.20113314,93.20113314,25,Decision Tree
27,Decision Tree,0.8,0.25,0.1,91.33211679,93.58059914,92.91784703,25,Decision Tree
153,Decision Tree,0.99,0.25,0.03,91.42335766,93.58974359,93.05949008,25,Decision Tree
63,Decision Tree,0.85,0.25,0.1,91.51459854,93.97417504,92.77620397,25,Decision Tree
87,Decision Tree,0.9,0.25,0.05,91.51459854,93.35219236,93.48441926,25,Decision Tree
148,Decision Tree,0.99,0.3,0.01,91.60583942,92.87709497,94.19263456,29.9270073,Decision Tree
16,Decision Tree,0.8,0.3,0.05,91.69708029,93.12762973,94.0509915,29.9270073,Decision Tree
39,Decision Tree,0.85,0.25,0.01,91.69708029,94.11764706,92.91784703,25,Decision Tree
46,Decision Tree,0.85,0.3,0.03,91.78832117,93.1372549,94.19263456,29.9270073,Decision Tree
105,Decision Tree,0.9,0.25,0.15,91.78832117,93.62606232,93.62606232,25,Decision Tree
106,Decision Tree,0.9,0.3,0.15,91.78832117,93.1372549,94.19263456,29.9270073,Decision Tree
22,Decision Tree,0.8,0.3,0.08,91.87956204,93.38959212,94.0509915,29.9270073,Decision Tree
28,Decision Tree,0.8,0.3,0.1,91.87956204,93.51198872,93.90934844,29.9270073,Decision Tree
75,Decision Tree,0.9,0.25,0.01,91.87956204,94.26111908,93.05949008,25,Decision Tree
99,Decision Tree,0.9,0.25,0.1,91.87956204,94.13447783,93.20113314,25,Decision Tree
34,Decision Tree,0.8,0.3,0.15,91.97080292,93.3988764,94.19263456,29.9270073,Decision Tree
117,Decision Tree,0.95,0.25,0.03,91.97080292,93.76770538,93.76770538,25,Decision Tree
130,Decision Tree,0.95,0.3,0.08,91.97080292,93.27731092,94.33427762,29.9270073,Decision Tree
165,Decision Tree,0.99,0.25,0.08,91.97080292,94.26934097,93.20113314,25,Decision Tree
94,Decision Tree,0.9,0.3,0.08,92.0620438,93.5302391,94.19263456,29.9270073,Decision Tree
160,Decision Tree,0.99,0.3,0.05,92.0620438,93.28671329,94.47592068,29.9270073,Decision Tree
172,Decision Tree,0.99,0.3,0.1,92.0620438,93.16596932,94.61756374,29.9270073,Decision Tree
178,Decision Tree,0.99,0.3,0.15,92.0620438,93.65303244,94.0509915,29.9270073,Decision Tree
70,Decision Tree,0.85,0.3,0.15,92.15328467,93.78531073,94.0509915,29.9270073,Decision Tree
100,Decision Tree,0.9,0.3,0.1,92.15328467,93.78531073,94.0509915,29.9270073,Decision Tree
112,Decision Tree,0.95,0.3,0.01,92.15328467,93.78531073,94.0509915,29.9270073,Decision Tree
124,Decision Tree,0.95,0.3,0.05,92.15328467,93.17548747,94.7592068,29.9270073,Decision Tree
58,Decision Tree,0.85,0.3,0.08,92.24452555,93.30543933,94.7592068,29.9270073,Decision Tree
179,Decision Tree,0.99,0.4,0.15,92.33576642,94.55587393,93.48441926,39.96350365,Decision Tree
76,Decision Tree,0.9,0.3,0.01,92.4270073,93.81153305,94.47592068,29.9270073,Decision Tree
95,Decision Tree,0.9,0.4,0.08,92.4270073,94.56366237,93.62606232,39.96350365,Decision Tree
155,Decision Tree,0.99,0.4,0.03,92.60948905,94.57917261,93.90934844,39.96350365,Decision Tree
47,Decision Tree,0.85,0.4,0.03,92.70072993,94.84240688,93.76770538,39.96350365,Decision Tree
71,Decision Tree,0.85,0.4,0.15,92.70072993,94.84240688,93.76770538,39.96350365,Decision Tree
59,Decision Tree,0.85,0.4,0.08,92.7919708,94.84978541,93.90934844,39.96350365,Decision Tree
101,Decision Tree,0.9,0.4,0.1,92.7919708,94.9784792,93.76770538,39.96350365,Decision Tree
113,Decision Tree,0.95,0.4,0.01,92.7919708,94.84978541,93.90934844,39.96350365,Decision Tree
35,Decision Tree,0.8,0.4,0.15,92.88321168,94.85714286,94.0509915,39.96350365,Decision Tree
77,Decision Tree,0.9,0.4,0.01,92.88321168,94.98567335,93.90934844,39.96350365,Decision Tree
125,Decision Tree,0.95,0.4,0.05,92.88321168,94.72934473,94.19263456,39.96350365,Decision Tree
23,Decision Tree,0.8,0.4,0.08,92.97445255,94.86447932,94.19263456,39.96350365,Decision Tree
29,Decision Tree,0.8,0.4,0.1,92.97445255,95.12195122,93.90934844,39.96350365,Decision Tree
41,Decision Tree,0.85,0.4,0.01,92.97445255,94.99284692,94.0509915,39.96350365,Decision Tree
119,Decision Tree,0.95,0.4,0.03,92.97445255,94.73684211,94.33427762,39.96350365,Decision Tree
149,Decision Tree,0.99,0.4,0.01,92.97445255,94.99284692,94.0509915,39.96350365,Decision Tree
5,Decision Tree,0.8,0.4,0.01,93.06569343,95.25862069,93.90934844,39.96350365,Decision Tree
11,Decision Tree,0.8,0.4,0.03,93.06569343,95,94.19263456,39.96350365,Decision Tree
17,Decision Tree,0.8,0.4,0.05,93.06569343,95,94.19263456,39.96350365,Decision Tree
83,Decision Tree,0.9,0.4,0.03,93.06569343,95.12893983,94.0509915,39.96350365,Decision Tree
107,Decision Tree,0.9,0.4,0.15,93.06569343,95,94.19263456,39.96350365,Decision Tree
131,Decision Tree,0.95,0.4,0.08,93.06569343,95.12893983,94.0509915,39.96350365,Decision Tree
89,Decision Tree,0.9,0.4,0.05,93.15693431,95.13590844,94.19263456,39.96350365,Decision Tree
143,Decision Tree,0.95,0.4,0.15,93.15693431,95.00713267,94.33427762,39.96350365,Decision Tree
53,Decision Tree,0.85,0.4,0.05,93.24817518,95.14285714,94.33427762,39.96350365,Decision Tree
137,Decision Tree,0.95,0.4,0.1,93.24817518,95.53314121,93.90934844,39.96350365,Decision Tree
161,Decision Tree,0.99,0.4,0.05,93.24817518,95.53314121,93.90934844,39.96350365,Decision Tree
173,Decision Tree,0.99,0.4,0.1,93.24817518,95.53314121,93.90934844,39.96350365,Decision Tree
65,Decision Tree,0.85,0.4,0.1,93.43065693,95.41547278,94.33427762,39.96350365,Decision Tree
167,Decision Tree,0.99,0.4,0.08,93.43065693,95.54597701,94.19263456,39.96350365,Decision Tree
