,model,threshold,split_1,split_2,accuracy,human effort
106,SVM,0.9,0.3,0.15,98.36184929013469,45.32216963960684
107,SVM,0.9,0.4,0.15,98.50746268656717,52.27520931925737
108,SVM,0.95,0.1,0.01,98.76228613032399,46.99672369858027
109,SVM,0.95,0.15,0.01,98.79868947943211,51.54714233709501
110,SVM,0.95,0.2,0.01,99.01710957408082,56.86203130688023
111,SVM,0.95,0.25,0.01,98.98070622497269,56.279577721150346
112,SVM,0.95,0.3,0.01,98.98070622497269,59.44666909355661
113,SVM,0.95,0.4,0.01,98.90789952675647,68.32908627593739
114,SVM,0.95,0.1,0.03,98.83509282854023,48.12522752093192
115,SVM,0.95,0.15,0.03,98.90789952675647,52.27520931925737
116,SVM,0.95,0.2,0.03,98.98070622497269,57.55369493993447
117,SVM,0.95,0.25,0.03,98.94430287586458,57.8085183836913
118,SVM,0.95,0.3,0.03,99.05351292318893,59.628685839097194
119,SVM,0.95,0.4,0.03,99.05351292318893,70.14925373134328
120,SVM,0.95,0.1,0.05,98.87149617764834,49.14452129595923
121,SVM,0.95,0.15,0.05,98.79868947943211,52.020385875500544
122,SVM,0.95,0.2,0.05,99.05351292318893,58.42737531852931
123,SVM,0.95,0.25,0.05,99.08991627229705,60.393156170367675
124,SVM,0.95,0.3,0.05,99.08991627229705,58.973425555151074
125,SVM,0.95,0.4,0.05,99.05351292318893,71.09574080815435
126,SVM,0.95,0.1,0.08,98.87149617764834,51.76556243174372
127,SVM,0.95,0.15,0.08,98.76228613032399,49.25373134328358
128,SVM,0.95,0.2,0.08,99.16272297051329,61.88569348380051
129,SVM,0.95,0.25,0.08,99.12631962140517,63.81507098653076
130,SVM,0.95,0.3,0.08,99.08991627229705,60.28394612304332
131,SVM,0.95,0.4,0.08,99.01710957408082,69.67601019293775
132,SVM,0.95,0.1,0.1,98.94430287586458,51.328722242446304
133,SVM,0.95,0.15,0.1,98.83509282854023,51.87477247906808
134,SVM,0.95,0.2,0.1,99.12631962140517,58.90061885693484
135,SVM,0.95,0.25,0.1,99.01710957408082,62.504550418638516
136,SVM,0.95,0.3,0.1,99.08991627229705,60.757189661448855
137,SVM,0.95,0.4,0.1,99.08991627229705,69.89443028758646
138,SVM,0.95,0.1,0.15,98.98070622497269,53.73134328358209
139,SVM,0.95,0.15,0.15,98.90789952675647,53.5493265380415
140,SVM,0.95,0.2,0.15,99.12631962140517,61.084819803421915
141,SVM,0.95,0.25,0.15,99.12631962140517,62.24972697488169
142,SVM,0.95,0.3,0.15,99.27193301783764,61.376046596286855
143,SVM,0.95,0.4,0.15,99.1991263196214,70.95012741172188
144,SVM,0.99,0.1,0.01,99.85438660356753,93.26538041499818
145,SVM,0.99,0.15,0.01,99.85438660356753,93.73862395340372
146,SVM,0.99,0.2,0.01,99.85438660356753,93.73862395340372
147,SVM,0.99,0.25,0.01,99.85438660356753,93.77502730251183
148,SVM,0.99,0.3,0.01,99.85438660356753,94.24827084091737
149,SVM,0.99,0.4,0.01,99.85438660356753,95.15835456862031
150,SVM,0.99,0.1,0.03,99.85438660356753,94.139060793593
151,SVM,0.99,0.15,0.03,99.85438660356753,94.02985074626865
152,SVM,0.99,0.2,0.03,99.85438660356753,94.17546414270113
153,SVM,0.99,0.25,0.03,99.85438660356753,94.35748088824172
154,SVM,0.99,0.3,0.03,99.85438660356753,94.43028758645795
155,SVM,0.99,0.4,0.03,99.85438660356753,95.1219512195122
156,SVM,0.99,0.1,0.05,99.85438660356753,93.9206406989443
157,SVM,0.99,0.15,0.05,99.85438660356753,94.10265744448489
158,SVM,0.99,0.2,0.05,99.85438660356753,94.06625409537678
159,SVM,0.99,0.25,0.05,99.85438660356753,94.139060793593
160,SVM,0.99,0.3,0.05,99.85438660356753,94.3210775391336
161,SVM,0.99,0.4,0.05,99.85438660356753,95.26756461594466
162,SVM,0.99,0.1,0.08,99.85438660356753,94.3210775391336
163,SVM,0.99,0.15,0.08,99.85438660356753,94.50309428467419
164,SVM,0.99,0.2,0.08,99.85438660356753,94.39388423734984
165,SVM,0.99,0.25,0.08,99.85438660356753,94.5394976337823
166,SVM,0.99,0.3,0.08,99.85438660356753,94.79432107753914
167,SVM,0.99,0.4,0.08,99.85438660356753,95.37677466326902
168,SVM,0.99,0.1,0.1,99.85438660356753,94.21186749180924
169,SVM,0.99,0.15,0.1,99.85438660356753,94.17546414270113
170,SVM,0.99,0.2,0.1,99.85438660356753,94.3210775391336
171,SVM,0.99,0.25,0.1,99.85438660356753,94.17546414270113
172,SVM,0.99,0.3,0.1,99.85438660356753,94.83072442664725
173,SVM,0.99,0.4,0.1,99.85438660356753,95.37677466326902
174,SVM,0.99,0.1,0.15,99.85438660356753,94.57590098289043
175,SVM,0.99,0.15,0.15,99.85438660356753,94.28467419002548
176,SVM,0.99,0.2,0.15,99.85438660356753,94.86712777575536
177,SVM,0.99,0.25,0.15,99.85438660356753,94.83072442664725
178,SVM,0.99,0.3,0.15,99.85438660356753,94.9399344739716
179,SVM,0.99,0.4,0.15,99.85438660356753,95.41317801237714
