,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
131,Logistic Regression,0.95,0.4,0.08,100,100,100,82.84671533,Logistic Regression
137,Logistic Regression,0.95,0.4,0.1,100,100,100,82.5729927,Logistic Regression
143,Logistic Regression,0.95,0.4,0.15,100,100,100,83.02919708,Logistic Regression
144,Logistic Regression,0.99,0.1,0.01,100,100,100,97.17153285,Logistic Regression
145,Logistic Regression,0.99,0.15,0.01,100,100,100,97.26277372,Logistic Regression
146,Logistic Regression,0.99,0.2,0.01,100,100,100,97.44525547,Logistic Regression
147,Logistic Regression,0.99,0.25,0.01,100,100,100,97.62773723,Logistic Regression
148,Logistic Regression,0.99,0.3,0.01,100,100,100,97.62773723,Logistic Regression
149,Logistic Regression,0.99,0.4,0.01,100,100,100,97.81021898,Logistic Regression
150,Logistic Regression,0.99,0.1,0.03,100,100,100,97.44525547,Logistic Regression
151,Logistic Regression,0.99,0.15,0.03,100,100,100,97.3540146,Logistic Regression
152,Logistic Regression,0.99,0.2,0.03,100,100,100,97.44525547,Logistic Regression
153,Logistic Regression,0.99,0.25,0.03,100,100,100,97.81021898,Logistic Regression
154,Logistic Regression,0.99,0.3,0.03,100,100,100,97.7189781,Logistic Regression
155,Logistic Regression,0.99,0.4,0.03,100,100,100,97.90145985,Logistic Regression
156,Logistic Regression,0.99,0.1,0.05,100,100,100,97.53649635,Logistic Regression
157,Logistic Regression,0.99,0.15,0.05,100,100,100,97.62773723,Logistic Regression
158,Logistic Regression,0.99,0.2,0.05,100,100,100,97.81021898,Logistic Regression
159,Logistic Regression,0.99,0.25,0.05,100,100,100,97.90145985,Logistic Regression
160,Logistic Regression,0.99,0.3,0.05,100,100,100,97.90145985,Logistic Regression
161,Logistic Regression,0.99,0.4,0.05,100,100,100,98.08394161,Logistic Regression
162,Logistic Regression,0.99,0.1,0.08,100,100,100,97.7189781,Logistic Regression
163,Logistic Regression,0.99,0.15,0.08,100,100,100,97.53649635,Logistic Regression
164,Logistic Regression,0.99,0.2,0.08,100,100,100,97.81021898,Logistic Regression
165,Logistic Regression,0.99,0.25,0.08,100,100,100,97.90145985,Logistic Regression
166,Logistic Regression,0.99,0.3,0.08,100,100,100,97.7189781,Logistic Regression
167,Logistic Regression,0.99,0.4,0.08,100,100,100,98.08394161,Logistic Regression
168,Logistic Regression,0.99,0.1,0.1,100,100,100,97.90145985,Logistic Regression
169,Logistic Regression,0.99,0.15,0.1,100,100,100,97.62773723,Logistic Regression
170,Logistic Regression,0.99,0.2,0.1,100,100,100,97.99270073,Logistic Regression
171,Logistic Regression,0.99,0.25,0.1,100,100,100,98.08394161,Logistic Regression
172,Logistic Regression,0.99,0.3,0.1,100,100,100,98.08394161,Logistic Regression
173,Logistic Regression,0.99,0.4,0.1,100,100,100,98.17518248,Logistic Regression
174,Logistic Regression,0.99,0.1,0.15,100,100,100,98.08394161,Logistic Regression
175,Logistic Regression,0.99,0.15,0.15,100,100,100,97.81021898,Logistic Regression
176,Logistic Regression,0.99,0.2,0.15,100,100,100,98.08394161,Logistic Regression
177,Logistic Regression,0.99,0.25,0.15,100,100,100,98.08394161,Logistic Regression
178,Logistic Regression,0.99,0.3,0.15,100,100,100,97.99270073,Logistic Regression
179,Logistic Regression,0.99,0.4,0.15,100,100,100,98.35766423,Logistic Regression
