,model,threshold,split_1,split_2,accuracy,human effort
156,Random Forest,0.99,0.1,0.05,99.30833637,54.24099017
157,Random Forest,0.99,0.15,0.05,99.52675646,59.3738624
158,Random Forest,0.99,0.2,0.05,99.70877321,64.28831452
159,Random Forest,0.99,0.25,0.05,99.67236986,65.85365854
160,Random Forest,0.99,0.3,0.05,99.74517656,68.18347288
161,Random Forest,0.99,0.4,0.05,99.70877321,72.07863123
162,Random Forest,0.99,0.1,0.08,99.49035311,56.89843466
163,Random Forest,0.99,0.15,0.08,99.56315981,61.84929013
164,Random Forest,0.99,0.2,0.08,99.67236986,65.48962505
165,Random Forest,0.99,0.25,0.08,99.74517656,67.56461594
166,Random Forest,0.99,0.3,0.08,99.78157991,69.89443029
167,Random Forest,0.99,0.4,0.08,99.81798325,73.75318529
168,Random Forest,0.99,0.1,0.1,99.41754641,57.11685475
169,Random Forest,0.99,0.15,0.1,99.59956316,62.10411358
170,Random Forest,0.99,0.2,0.1,99.81798325,66.90935566
171,Random Forest,0.99,0.25,0.1,99.74517656,68.00145613
172,Random Forest,0.99,0.3,0.1,99.81798325,70.76811067
173,Random Forest,0.99,0.4,0.1,99.78157991,74.15362213
174,Random Forest,0.99,0.1,0.15,99.56315981,58.64579541
175,Random Forest,0.99,0.15,0.15,99.59956316,63.3782308
176,Random Forest,0.99,0.2,0.15,99.78157991,68.03785948
177,Random Forest,0.99,0.25,0.15,99.78157991,69.5303968
178,Random Forest,0.99,0.3,0.15,99.81798325,72.07863123
179,Random Forest,0.99,0.4,0.15,99.78157991,74.62686567
