,model,threshold,split_1,split_2,accuracy,human effort
167,SVM,0.99,0.4,0.08,99.8543866,96.72369858
179,SVM,0.99,0.4,0.15,99.8543866,96.72369858
173,SVM,0.99,0.4,0.1,99.8543866,96.54168183
161,SVM,0.99,0.4,0.05,99.8543866,96.50527849
176,SVM,0.99,0.2,0.15,99.8543866,96.46887514
166,SVM,0.99,0.3,0.08,99.8543866,96.43247179
177,SVM,0.99,0.25,0.15,99.8543866,96.43247179
178,SVM,0.99,0.3,0.15,99.8543866,96.39606844
170,SVM,0.99,0.2,0.1,99.8543866,96.35966509
172,SVM,0.99,0.3,0.1,99.8543866,96.32326174
171,SVM,0.99,0.25,0.1,99.8543866,96.28685839
155,SVM,0.99,0.4,0.03,99.81798325,96.25045504
169,SVM,0.99,0.15,0.1,99.81798325,96.21405169
149,SVM,0.99,0.4,0.01,99.81798325,96.17764834
160,SVM,0.99,0.3,0.05,99.81798325,96.17764834
162,SVM,0.99,0.1,0.08,99.8543866,96.17764834
164,SVM,0.99,0.2,0.08,99.81798325,96.10484165
168,SVM,0.99,0.1,0.1,99.8543866,96.10484165
175,SVM,0.99,0.15,0.15,99.81798325,96.0684383
154,SVM,0.99,0.3,0.03,99.81798325,95.95922825
165,SVM,0.99,0.25,0.08,99.81798325,95.9228249
163,SVM,0.99,0.15,0.08,99.8543866,95.88642155
159,SVM,0.99,0.25,0.05,99.81798325,95.81361485
153,SVM,0.99,0.25,0.03,99.81798325,95.7772115
157,SVM,0.99,0.15,0.05,99.81798325,95.7772115
156,SVM,0.99,0.1,0.05,99.81798325,95.74080815
158,SVM,0.99,0.2,0.05,99.81798325,95.70440481
148,SVM,0.99,0.3,0.01,99.81798325,95.66800146
151,SVM,0.99,0.15,0.03,99.81798325,95.66800146
152,SVM,0.99,0.2,0.03,99.81798325,95.66800146
146,SVM,0.99,0.2,0.01,99.81798325,95.63159811
150,SVM,0.99,0.1,0.03,99.81798325,95.63159811
174,SVM,0.99,0.1,0.15,99.81798325,95.63159811
147,SVM,0.99,0.25,0.01,99.81798325,95.59519476
144,SVM,0.99,0.1,0.01,99.81798325,95.34037131
145,SVM,0.99,0.15,0.01,99.74517656,93.7022206
143,SVM,0.95,0.4,0.15,99.12631962,82.52639243
137,SVM,0.95,0.4,0.1,99.05351292,81.07025846
125,SVM,0.95,0.4,0.05,99.12631962,80.92464507
131,SVM,0.95,0.4,0.08,99.08991627,80.77903167
119,SVM,0.95,0.4,0.03,99.01710957,80.41499818
113,SVM,0.95,0.4,0.01,99.05351292,80.26938478
130,SVM,0.95,0.3,0.08,99.01710957,78.12158719
136,SVM,0.95,0.3,0.1,98.98070622,77.6119403
142,SVM,0.95,0.3,0.15,98.94430288,76.99308336
124,SVM,0.95,0.3,0.05,98.90789953,76.88387332
129,SVM,0.95,0.25,0.08,98.87149618,76.33782308
118,SVM,0.95,0.3,0.03,98.87149618,75.86457954
135,SVM,0.95,0.25,0.1,98.90789953,75.57335275
141,SVM,0.95,0.25,0.15,98.90789953,75.20931926
123,SVM,0.95,0.25,0.05,98.87149618,74.40844558
112,SVM,0.95,0.3,0.01,98.90789953,74.19002548
117,SVM,0.95,0.25,0.03,98.87149618,73.3891518
111,SVM,0.95,0.25,0.01,98.83509283,73.17073171
140,SVM,0.95,0.2,0.15,98.87149618,71.89661449
134,SVM,0.95,0.2,0.1,98.79868948,69.74881689
128,SVM,0.95,0.2,0.08,98.79868948,69.3847834
122,SVM,0.95,0.2,0.05,98.79868948,68.87513651
110,SVM,0.95,0.2,0.01,98.76228613,68.40189297
116,SVM,0.95,0.2,0.03,98.83509283,68.25627958
139,SVM,0.95,0.15,0.15,98.83509283,66.29049873
127,SVM,0.95,0.15,0.08,98.72588278,66.07207863
120,SVM,0.95,0.1,0.05,98.68947943,64.17910448
126,SVM,0.95,0.1,0.08,98.76228613,62.35893702
138,SVM,0.95,0.1,0.15,98.87149618,62.24972697
121,SVM,0.95,0.15,0.05,98.58026938,61.55806334
132,SVM,0.95,0.1,0.1,98.87149618,61.55806334
133,SVM,0.95,0.15,0.1,98.65307608,61.04841645
109,SVM,0.95,0.15,0.01,98.32544594,59.55587914
115,SVM,0.95,0.15,0.03,98.54386604,59.33745905
114,SVM,0.95,0.1,0.03,98.79868948,58.64579541
108,SVM,0.95,0.1,0.01,98.68947943,54.42300692
101,SVM,0.9,0.4,0.1,98.25263924,51.29231889
