,model,threshold,split_1,split_2,accuracy,human effort
0,Decision Tree,0.8,0.1,0.01,88.60575172915908,9.974517655624318
1,Decision Tree,0.8,0.15,0.01,88.93338187113214,14.998179832544594
2,Decision Tree,0.8,0.2,0.01,89.15180196578085,19.985438660356753
3,Decision Tree,0.8,0.25,0.01,89.8434655988351,24.97269748816891
4,Decision Tree,0.8,0.3,0.01,90.71714597742992,29.996359665089187
5,Decision Tree,0.8,0.4,0.01,92.1004732435384,39.970877320713505
6,Decision Tree,0.8,0.1,0.03,88.67855842737532,9.974517655624318
7,Decision Tree,0.8,0.15,0.03,89.07899526756462,14.998179832544594
8,Decision Tree,0.8,0.2,0.03,89.07899526756462,19.985438660356753
9,Decision Tree,0.8,0.25,0.03,90.49872588278122,24.97269748816891
10,Decision Tree,0.8,0.3,0.03,90.49872588278122,29.996359665089187
11,Decision Tree,0.8,0.4,0.03,92.61012013105206,39.970877320713505
12,Decision Tree,0.8,0.1,0.05,89.15180196578085,9.974517655624318
13,Decision Tree,0.8,0.15,0.05,89.37022206042955,14.998179832544594
14,Decision Tree,0.8,0.2,0.05,89.0425919184565,19.985438660356753
15,Decision Tree,0.8,0.25,0.05,89.77065890061886,24.97269748816891
16,Decision Tree,0.8,0.3,0.05,90.68074262832181,29.996359665089187
17,Decision Tree,0.8,0.4,0.05,92.13687659264653,39.970877320713505
18,Decision Tree,0.8,0.1,0.08,89.00618856934838,9.974517655624318
19,Decision Tree,0.8,0.15,0.08,89.37022206042955,14.998179832544594
20,Decision Tree,0.8,0.2,0.08,88.09610484164543,19.985438660356753
21,Decision Tree,0.8,0.25,0.08,90.4623225336731,24.97269748816891
22,Decision Tree,0.8,0.3,0.08,90.4623225336731,29.996359665089187
23,Decision Tree,0.8,0.4,0.08,92.1004732435384,39.970877320713505
24,Decision Tree,0.8,0.1,0.1,88.86057517291592,9.974517655624318
25,Decision Tree,0.8,0.15,0.1,89.07899526756462,14.998179832544594
26,Decision Tree,0.8,0.2,0.1,89.4430287586458,19.985438660356753
27,Decision Tree,0.8,0.25,0.1,90.13469239170004,24.97269748816891
28,Decision Tree,0.8,0.3,0.1,90.38951583545686,29.996359665089187
29,Decision Tree,0.8,0.4,0.1,92.39170003640335,39.970877320713505
30,Decision Tree,0.8,0.1,0.15,88.71496177648343,9.974517655624318
31,Decision Tree,0.8,0.15,0.15,89.18820531488898,14.998179832544594
32,Decision Tree,0.8,0.2,0.15,89.29741536221333,19.985438660356753
33,Decision Tree,0.8,0.25,0.15,89.6614488532945,24.97269748816891
34,Decision Tree,0.8,0.3,0.15,90.75354932653804,29.996359665089187
35,Decision Tree,0.8,0.4,0.15,92.31889333818711,39.970877320713505
36,Decision Tree,0.85,0.1,0.01,88.16891153986167,9.974517655624318
37,Decision Tree,0.85,0.15,0.01,89.07899526756462,14.998179832544594
38,Decision Tree,0.85,0.2,0.01,89.00618856934838,19.985438660356753
39,Decision Tree,0.85,0.25,0.01,90.02548234437569,24.97269748816891
40,Decision Tree,0.85,0.3,0.01,90.71714597742992,29.996359665089187
41,Decision Tree,0.85,0.4,0.01,92.53731343283582,39.970877320713505
42,Decision Tree,0.85,0.1,0.03,88.96978522024027,9.974517655624318
43,Decision Tree,0.85,0.15,0.03,88.93338187113214,14.998179832544594
44,Decision Tree,0.85,0.2,0.03,88.78776847469967,19.985438660356753
45,Decision Tree,0.85,0.25,0.03,90.0618856934838,24.97269748816891
46,Decision Tree,0.85,0.3,0.03,90.49872588278122,29.996359665089187
47,Decision Tree,0.85,0.4,0.03,92.57371678194394,39.970877320713505
48,Decision Tree,0.85,0.1,0.05,88.56934838005097,9.974517655624318
49,Decision Tree,0.85,0.15,0.05,89.18820531488898,14.998179832544594
50,Decision Tree,0.85,0.2,0.05,89.33381871132144,19.985438660356753
51,Decision Tree,0.85,0.25,0.05,90.02548234437569,24.97269748816891
52,Decision Tree,0.85,0.3,0.05,90.57153258099746,29.996359665089187
53,Decision Tree,0.85,0.4,0.05,92.46450673461959,39.970877320713505
54,Decision Tree,0.85,0.1,0.08,89.0425919184565,9.974517655624318
55,Decision Tree,0.85,0.15,0.08,89.4430287586458,14.998179832544594
56,Decision Tree,0.85,0.2,0.08,88.89697852202403,19.985438660356753
57,Decision Tree,0.85,0.25,0.08,89.91627229705134,24.97269748816891
58,Decision Tree,0.85,0.3,0.08,90.38951583545686,29.996359665089187
59,Decision Tree,0.85,0.4,0.08,92.13687659264653,39.970877320713505
60,Decision Tree,0.85,0.1,0.1,88.93338187113214,9.974517655624318
61,Decision Tree,0.85,0.15,0.1,88.82417182380779,14.998179832544594
62,Decision Tree,0.85,0.2,0.1,89.11539861667273,19.985438660356753
63,Decision Tree,0.85,0.25,0.1,90.13469239170004,24.97269748816891
64,Decision Tree,0.85,0.3,0.1,90.49872588278122,29.996359665089187
65,Decision Tree,0.85,0.4,0.1,91.8820531488897,39.970877320713505
66,Decision Tree,0.85,0.1,0.15,89.00618856934838,9.974517655624318
67,Decision Tree,0.85,0.15,0.15,89.15180196578085,14.998179832544594
68,Decision Tree,0.85,0.2,0.15,89.11539861667273,19.985438660356753
69,Decision Tree,0.85,0.25,0.15,89.77065890061886,24.97269748816891
70,Decision Tree,0.85,0.3,0.15,90.57153258099746,29.996359665089187
71,Decision Tree,0.85,0.4,0.15,92.57371678194394,39.970877320713505
72,Decision Tree,0.9,0.1,0.01,88.42373498361849,9.974517655624318
73,Decision Tree,0.9,0.15,0.01,89.33381871132144,14.998179832544594
74,Decision Tree,0.9,0.2,0.01,89.62504550418639,19.985438660356753
75,Decision Tree,0.9,0.25,0.01,89.69785220240261,24.97269748816891
76,Decision Tree,0.9,0.3,0.01,90.71714597742992,29.996359665089187
77,Decision Tree,0.9,0.4,0.01,92.46450673461959,39.970877320713505
78,Decision Tree,0.9,0.1,0.03,88.71496177648343,9.974517655624318
79,Decision Tree,0.9,0.15,0.03,88.93338187113214,14.998179832544594
80,Decision Tree,0.9,0.2,0.03,89.18820531488898,19.985438660356753
81,Decision Tree,0.9,0.25,0.03,90.28030578813251,24.97269748816891
82,Decision Tree,0.9,0.3,0.03,90.49872588278122,29.996359665089187
83,Decision Tree,0.9,0.4,0.03,92.42810338551146,39.970877320713505
84,Decision Tree,0.9,0.1,0.05,88.42373498361849,9.974517655624318
85,Decision Tree,0.9,0.15,0.05,88.89697852202403,14.998179832544594
86,Decision Tree,0.9,0.2,0.05,89.07899526756462,19.985438660356753
87,Decision Tree,0.9,0.25,0.05,90.13469239170004,24.97269748816891
