model,threshold,split_1,split_2,accuracy,precision,recall,human effort,classifier,dt_label_99_60,dt_label_96_40
Logistic Regression,0.9,0.15,0.15,97.87391842,97.75028121,99.01253323,57.20642769,2,0,0
Logistic Regression,0.9,0.2,0.15,97.99752781,97.8978979,99.05051272,60.56860321,2,0,0
Logistic Regression,0.9,0.25,0.15,98.09641533,97.90104948,99.20243069,62.66996292,2,0,0
Logistic Regression,0.9,0.3,0.15,98.2447466,98.04951238,99.27838967,66.20519159,2,0,0
Logistic Regression,0.9,0.4,0.15,98.31891224,98.15996996,99.27838967,70.60568603,2,0,0
Logistic Regression,0.95,0.1,0.01,98.61557478,98.6409966,99.24041018,65.88380717,2,0,0
Logistic Regression,0.95,0.15,0.01,98.68974042,98.67924528,99.31636916,67.51545117,2,0,0
Logistic Regression,0.95,0.2,0.01,98.66501854,98.75236295,99.20243069,68.10877627,2,0,0
Logistic Regression,0.95,0.25,0.01,98.66501854,98.49567507,99.46828712,70.13597033,2,0,0
Logistic Regression,0.95,0.3,0.01,98.91223733,98.75706215,99.5822256,73.30037083,2,0,0
Logistic Regression,0.95,0.4,0.01,98.93695921,98.86792453,99.50626662,76.90976514,2,0,0
Logistic Regression,0.95,0.1,0.03,98.68974042,98.78971256,99.20243069,65.63658838,2,0,0
Logistic Regression,0.95,0.15,0.03,98.93695921,98.97881997,99.39232814,70.23485785,2,0,0
Logistic Regression,0.95,0.2,0.03,98.76390606,98.86492622,99.24041018,70.67985167,2,0,0
Logistic Regression,0.95,0.25,0.03,98.78862794,98.64457831,99.50626662,72.9789864,2,0,0
Logistic Regression,0.95,0.3,0.03,99.11001236,99.05553457,99.5822256,75.25339926,2,0,0
Logistic Regression,0.95,0.4,0.03,98.98640297,98.90566038,99.54424611,77.75030902,2,0,0
Logistic Regression,0.95,0.1,0.05,98.78862794,98.90234671,99.24041018,68.08405439,2,0,0
Logistic Regression,0.95,0.15,0.05,98.7144623,98.67974349,99.35434865,66.74907293,2,0,0
Logistic Regression,0.95,0.2,0.05,98.76390606,98.79108425,99.31636916,70.50679852,2,0,0
Logistic Regression,0.95,0.25,0.05,99.11001236,99.01849755,99.62020509,74.2645241,2,0,0
Logistic Regression,0.95,0.3,0.05,99.15945612,99.09331318,99.62020509,75.99505562,2,0,0
Logistic Regression,0.95,0.4,0.05,99.03584672,99.01738473,99.50626662,78.73918418,2,0,0
Logistic Regression,0.95,0.1,0.08,98.93695921,99.0530303,99.31636916,69.09765142,2,0,0
Logistic Regression,0.95,0.15,0.08,98.96168109,99.01626939,99.39232814,71.19901112,2,0,0
Logistic Regression,0.95,0.2,0.08,98.68974042,98.71601208,99.27838967,69.98763906,2,0,0
Logistic Regression,0.95,0.25,0.08,99.28306551,99.24357035,99.65818458,76.1433869,2,0,0
Logistic Regression,0.95,0.3,0.08,99.15945612,99.05624764,99.65818458,76.09394314,2,0,0
Logistic Regression,0.95,0.4,0.08,99.08529048,99.05517763,99.54424611,78.83807169,2,0,0
Logistic Regression,0.95,0.1,0.1,98.91223733,99.01552442,99.31636916,68.80098888,2,0,0
Logistic Regression,0.95,0.15,0.1,99.01112485,99.01701323,99.46828712,71.29789864,2,0,0
Logistic Regression,0.95,0.2,0.1,98.93695921,99.12746586,99.24041018,71.71817058,2,0,0
Logistic Regression,0.95,0.25,0.1,98.96168109,98.94219872,99.46828712,73.34981459,2,0,0
Logistic Regression,0.95,0.3,0.1,99.15945612,99.09331318,99.62020509,76.46477132,2,0,0
Logistic Regression,0.95,0.4,0.1,99.11001236,99.0926276,99.54424611,79.67861557,2,0,0
Logistic Regression,0.95,0.1,0.15,98.98640297,99.12812737,99.31636916,70.21013597,2,0,0
Logistic Regression,0.95,0.15,0.15,99.01112485,99.05410518,99.43030763,71.32262052,2,0,0
Logistic Regression,0.95,0.2,0.15,98.93695921,98.97881997,99.39232814,72.60815822,2,0,0
Logistic Regression,0.95,0.25,0.15,99.28306551,99.24357035,99.65818458,76.31644005,2,0,0
Logistic Regression,0.95,0.3,0.15,99.11001236,99.01849755,99.62020509,76.21755253,2,0,0
Logistic Regression,0.95,0.4,0.15,99.13473424,99.09297052,99.5822256,79.75278121,2,0,0
Logistic Regression,0.99,0.1,0.01,99.72805933,99.73444613,99.84808204,88.50432633,2,0,0
Logistic Regression,0.99,0.15,0.01,99.75278121,99.77229602,99.84808204,89.86402967,2,0,0
Logistic Regression,0.99,0.2,0.01,99.80222497,99.84808204,99.84808204,90.82818294,2,0,0
Logistic Regression,0.99,0.25,0.01,99.85166873,99.88606153,99.88606153,91.07540173,2,0,0
Logistic Regression,0.99,0.3,0.01,99.75278121,99.73454683,99.88606153,90.82818294,2,0,0
Logistic Regression,0.99,0.4,0.01,99.77750309,99.7723824,99.88606153,92.55871446,2,0,0
Logistic Regression,0.99,0.1,0.03,99.82694685,99.88601824,99.84808204,90.30902349,2,0,0
Logistic Regression,0.99,0.15,0.03,99.80222497,99.84808204,99.84808204,91.05067985,2,0,0
Logistic Regression,0.99,0.2,0.03,99.80222497,99.84808204,99.84808204,91.10012361,2,0,0
Logistic Regression,0.99,0.25,0.03,99.87639061,99.92401216,99.88606153,91.44622991,2,0,0
Logistic Regression,0.99,0.3,0.03,99.87639061,99.92401216,99.88606153,92.38566131,2,0,0
Logistic Regression,0.99,0.4,0.03,99.87639061,99.92401216,99.88606153,93.07787392,2,0,0
Logistic Regression,0.99,0.1,0.05,99.82694685,99.88601824,99.84808204,89.83930779,2,0,0
Logistic Regression,0.99,0.15,0.05,99.82694685,99.88601824,99.84808204,91.27317676,2,0,0
Logistic Regression,0.99,0.2,0.05,99.82694685,99.88601824,99.84808204,91.52039555,2,0,0
Logistic Regression,0.99,0.25,0.05,99.92583436,100,99.88606153,92.60815822,2,0,0
Logistic Regression,0.99,0.3,0.05,99.87639061,99.92401216,99.88606153,92.53399258,2,0,0
Logistic Regression,0.99,0.4,0.05,99.85166873,99.88606153,99.88606153,93.37453646,2,0,0
Logistic Regression,0.99,0.1,0.08,99.90111248,100,99.84808204,91.37206428,2,0,0
Logistic Regression,0.99,0.15,0.08,99.90111248,100,99.84808204,91.79233622,2,0,0
Logistic Regression,0.99,0.2,0.08,99.85166873,99.92398328,99.84808204,91.8170581,2,0,0
Logistic Regression,0.99,0.25,0.08,99.87639061,99.92401216,99.88606153,92.9789864,2,0,0
Logistic Regression,0.99,0.3,0.08,99.82694685,99.81031866,99.92404102,92.6328801,2,0,0
Logistic Regression,0.99,0.4,0.08,99.87639061,99.92401216,99.88606153,94.51174289,2,0,0
Logistic Regression,0.99,0.1,0.1,99.85166873,99.92398328,99.84808204,91.86650185,2,0,0
Logistic Regression,0.99,0.15,0.1,99.85166873,99.92398328,99.84808204,91.24845488,2,0,0
Logistic Regression,0.99,0.2,0.1,99.85166873,99.92398328,99.84808204,92.92954265,2,0,0
Logistic Regression,0.99,0.25,0.1,99.87639061,99.92401216,99.88606153,92.88009889,2,0,0
Logistic Regression,0.99,0.3,0.1,99.92583436,100,99.88606153,93.4487021,2,0,0
Logistic Regression,0.99,0.4,0.1,99.87639061,99.92401216,99.88606153,94.36341162,2,0,0
Logistic Regression,0.99,0.1,0.15,99.87639061,99.96197719,99.84808204,91.56983931,2,0,0
Logistic Regression,0.99,0.15,0.15,99.90111248,100,99.84808204,91.96538937,2,0,0
Logistic Regression,0.99,0.2,0.15,99.87639061,99.96197719,99.84808204,93.00370828,2,0,0
Logistic Regression,0.99,0.25,0.15,99.87639061,99.92401216,99.88606153,93.05315204,2,0,0
Logistic Regression,0.99,0.3,0.15,99.95055624,100,99.92404102,93.64647713,2,0,0
Logistic Regression,0.99,0.4,0.15,99.87639061,99.92401216,99.88606153,95.30284302,2,0,0
Random Forest,0.8,0.1,0.01,96.86032138,96.57992565,98.67071781,22.54635352,3,0,1
Random Forest,0.8,0.1,0.03,96.98393078,96.79463287,98.63273832,23.63411619,3,0,1
Random Forest,0.8,0.1,0.05,97.10754017,96.83544304,98.78465629,24.94437577,3,0,1
Random Forest,0.8,0.1,0.08,97.18170581,96.8389736,98.89859476,25.56242274,3,0,1
Random Forest,0.8,0.1,0.1,97.25587145,96.98211624,98.86061527,25.95797281,3,0,1
Random Forest,0.8,0.15,0.01,97.05809642,96.79821296,98.74667679,26.8974042,3,0,1
Random Forest,0.8,0.1,0.15,97.35475896,97.05663189,98.93657425,26.8974042,3,0,1
Random Forest,0.85,0.1,0.01,97.65142151,97.49251497,98.93657425,27.14462299,3,0,1
Random Forest,0.8,0.15,0.03,97.20642769,96.9099032,98.86061527,27.93572311,3,0,1
Random Forest,0.8,0.15,0.05,97.20642769,96.97986577,98.78465629,28.55377009,3,0,1
Random Forest,0.85,0.1,0.03,97.79975278,97.53363229,99.12647171,28.6526576,3,0,1
Random Forest,0.8,0.15,0.08,97.25587145,96.98211624,98.86061527,28.92459827,3,0,1
Random Forest,0.8,0.15,0.1,97.25587145,96.98211624,98.86061527,29.14709518,3,0,1
Random Forest,0.85,0.1,0.05,97.92336218,97.64485981,99.20243069,29.74042027,3,0,1
Random Forest,0.8,0.15,0.15,97.35475896,97.0917226,98.89859476,30.28430161,3,0,1
Random Forest,0.85,0.1,0.08,97.84919654,97.6065819,99.12647171,30.48207664,3,0,1
Random Forest,0.85,0.1,0.1,97.87391842,97.53639418,99.24041018,31.07540173,3,0,1
Random Forest,0.85,0.15,0.01,97.92336218,97.6092641,99.24041018,31.10012361,3,0,1
Random Forest,0.8,0.2,0.01,97.52781211,97.34579439,98.89859476,31.84177998,3,0,1
Random Forest,0.85,0.15,0.03,97.94808405,97.68137622,99.20243069,32.06427689,3,0,1
Random Forest,0.85,0.1,0.15,98.04697157,97.75617053,99.27838967,32.33621755,3,0,1
Random Forest,0.8,0.2,0.03,97.65142151,97.42152466,99.01253323,32.75648949,3,0,1
Random Forest,0.8,0.2,0.05,97.67614339,97.60029996,98.86061527,33.25092707,3,0,1
Random Forest,0.85,0.15,0.05,98.04697157,97.79191617,99.24041018,33.30037083,3,0,1
Random Forest,0.9,0.1,0.01,98.34363412,98.23308271,99.24041018,33.62175525,3,0,1
Random Forest,0.85,0.15,0.08,98.04697157,97.86356822,99.1644512,33.86897404,3,0,1
Random Forest,0.8,0.2,0.08,97.87391842,97.71449981,99.05051272,34.21508035,3,0,1
Random Forest,0.85,0.15,0.1,98.09641533,97.86516854,99.24041018,34.33868974,3,0,1
Random Forest,0.8,0.2,0.1,97.8986403,97.71535581,99.08849221,34.41285538,3,0,1
Random Forest,0.85,0.15,0.15,98.17058096,97.97525309,99.24041018,35.05562423,3,0,1
Random Forest,0.9,0.1,0.03,98.31891224,98.26872412,99.1644512,35.10506799,3,0,1
Random Forest,0.8,0.2,0.15,97.92336218,97.75196703,99.08849221,35.27812114,3,0,1
Random Forest,0.85,0.2,0.01,98.12113721,97.97373358,99.1644512,35.30284302,3,0,1
Random Forest,0.8,0.25,0.01,97.70086527,97.45889387,99.05051272,35.77255871,3,0,1
Random Forest,0.9,0.1,0.05,98.44252163,98.41748304,99.20243069,36.19283066,3,0,1
Random Forest,0.85,0.2,0.03,98.26946848,98.12241833,99.24041018,36.73671199,3,0,1
Random Forest,0.8,0.25,0.03,97.84919654,97.57100149,99.1644512,36.90976514,3,0,1
Random Forest,0.9,0.15,0.01,98.49196539,98.3095417,99.39232814,37.20642769,3,0,1
Random Forest,0.85,0.2,0.05,98.368356,98.23374671,99.27838967,37.65142151,3,0,1
Random Forest,0.8,0.25,0.05,97.87391842,97.64309764,99.12647171,37.70086527,3,0,1
Random Forest,0.9,0.1,0.08,98.51668727,98.3828507,99.35434865,37.72558714,3,0,1
Random Forest,0.85,0.2,0.08,98.41779975,98.27132657,99.31636916,38.14585909,3,0,1
Random Forest,0.8,0.25,0.08,97.94808405,97.68137622,99.20243069,38.31891224,3,0,1
Random Forest,0.8,0.25,0.1,97.97280593,97.68224299,99.24041018,38.51668727,3,0,1
Random Forest,0.9,0.1,0.1,98.54140915,98.49284099,99.27838967,38.51668727,3,0,1
Random Forest,0.85,0.2,0.1,98.44252163,98.30827068,99.31636916,38.81334981,3,0,1
Random Forest,0.9,0.15,0.03,98.66501854,98.49567507,99.46828712,39.01112485,3,0,1
Random Forest,0.85,0.2,0.15,98.46724351,98.34524257,99.31636916,39.28306551,3,0,1
Random Forest,0.85,0.25,0.01,98.22002472,97.94084613,99.35434865,39.35723115,3,0,1
Random Forest,0.8,0.25,0.15,98.04697157,97.75617053,99.27838967,39.5302843,3,0,1
Random Forest,0.9,0.15,0.05,98.64029666,98.42223892,99.50626662,39.62917182,3,0,1
Random Forest,0.9,0.1,0.15,98.5908529,98.42105263,99.43030763,40.07416564,3,0,0
Random Forest,0.8,0.3,0.01,97.7750309,97.53271028,99.08849221,40.12360939,3,0,0
Random Forest,0.9,0.15,0.08,98.7144623,98.56981558,99.46828712,40.69221261,3,0,0
Random Forest,0.9,0.2,0.01,98.66501854,98.56873823,99.39232814,40.84054388,3,0,0
Random Forest,0.85,0.25,0.03,98.41779975,98.23507323,99.35434865,40.91470952,3,0,0
Random Forest,0.8,0.3,0.03,97.8986403,97.64397906,99.1644512,41.16192831,3,0,0
Random Forest,0.9,0.15,0.1,98.78862794,98.60797592,99.54424611,41.16192831,3,0,0
Random Forest,0.85,0.25,0.05,98.39307787,98.1981982,99.35434865,41.43386897,3,0,0
Random Forest,0.8,0.3,0.05,97.99752781,97.68310912,99.27838967,41.80469716,3,0,0
Random Forest,0.85,0.25,0.08,98.39307787,98.16204051,99.39232814,42.05191595,3,0,0
Random Forest,0.9,0.15,0.15,98.81334981,98.68173258,99.50626662,42.05191595,3,0,0
Random Forest,0.8,0.3,0.08,98.07169345,97.79274224,99.27838967,42.24969098,3,0,0
Random Forest,0.9,0.2,0.03,98.7144623,98.56981558,99.46828712,42.52163164,3,0,0
Random Forest,0.8,0.3,0.1,98.12113721,97.83015339,99.31636916,42.64524104,3,0,0
Random Forest,0.85,0.25,0.1,98.56613103,98.38406614,99.43030763,42.76885043,3,0,0
Random Forest,0.95,0.1,0.01,99.03584672,98.94339623,99.5822256,43.01606922,3,1,0
Random Forest,0.85,0.25,0.15,98.51668727,98.2739212,99.46828712,43.16440049,3,0,0
Random Forest,0.8,0.3,0.15,98.14585909,97.86676647,99.31636916,43.18912237,3,0,0
Random Forest,0.9,0.2,0.05,98.78862794,98.71794872,99.43030763,43.21384425,3,0,0
Random Forest,0.85,0.3,0.01,98.34363412,98.12453113,99.35434865,43.53522868,3,0,0
Random Forest,0.9,0.2,0.08,98.78862794,98.68123587,99.46828712,43.88133498,3,0,0
Random Forest,0.9,0.25,0.01,98.68974042,98.56927711,99.43030763,44.27688504,3,0,0
Random Forest,0.9,0.2,0.1,98.86279357,98.75612514,99.50626662,44.4499382,3,0,0
Random Forest,0.85,0.3,0.03,98.44252163,98.27197596,99.35434865,44.87021014,3,0,0
Random Forest,0.9,0.2,0.15,98.91223733,98.83062995,99.50626662,45.09270705,3,0,0
Random Forest,0.85,0.3,0.05,98.46724351,98.30890643,99.35434865,45.41409147,3,0,0
Random Forest,0.95,0.1,0.03,99.184178,99.09365559,99.65818458,46.00741656,3,1,0
Random Forest,0.9,0.25,0.03,98.86279357,98.75612514,99.50626662,46.18046972,3,0,0
Random Forest,0.85,0.3,0.08,98.54140915,98.34710744,99.43030763,46.52657602,3,0,0
Random Forest,0.85,0.3,0.1,98.5908529,98.42105263,99.43030763,46.5512979,3,0,0
Random Forest,0.95,0.15,0.01,99.11001236,99.12977677,99.50626662,46.65018541,3,1,0
Random Forest,0.85,0.3,0.15,98.5908529,98.42105263,99.43030763,47.31767614,3,0,0
Random Forest,0.9,0.25,0.05,98.96168109,98.86835157,99.54424611,47.39184178,3,0,0
Random Forest,0.95,0.1,0.05,99.30778739,99.3558166,99.5822256,47.56489493,3,1,0
Random Forest,0.9,0.25,0.08,99.01112485,98.90607318,99.5822256,48.1829419,3,1,0
Random Forest,0.9,0.25,0.1,99.08529048,98.98113208,99.62020509,48.67737948,3,1,0
Random Forest,0.9,0.3,0.01,98.83807169,98.82930514,99.39232814,48.72682324,3,0,0
Random Forest,0.95,0.2,0.01,99.15945612,99.09331318,99.62020509,49.24598269,3,1,0
Random Forest,0.8,0.4,0.01,98.17058096,98.08342728,99.12647171,49.36959209,3,0,0
Random Forest,0.95,0.15,0.03,99.30778739,99.31843998,99.62020509,49.44375773,3,1,0
Random Forest,0.95,0.1,0.08,99.33250927,99.31869796,99.65818458,49.592089,3,1,0
Random Forest,0.9,0.25,0.15,99.13473424,99.05589124,99.62020509,49.64153276,3,1,0
Random Forest,0.9,0.3,0.03,98.88751545,98.83018868,99.46828712,49.98763906,3,0,0
Random Forest,0.8,0.4,0.03,98.2447466,98.15789474,99.1644512,50.21013597,3,0,0
Random Forest,0.8,0.4,0.05,98.31891224,98.2324182,99.20243069,50.48207664,3,0,0
Random Forest,0.95,0.1,0.1,99.35723115,99.31895573,99.69616407,50.48207664,3,1,0
Random Forest,0.9,0.3,0.05,99.01112485,99.01701323,99.46828712,50.90234858,3,1,0
Random Forest,0.8,0.4,0.08,98.34363412,98.26937547,99.20243069,50.97651422,3,0,0
Random Forest,0.95,0.15,0.05,99.38195303,99.39393939,99.65818458,51.00123609,3,1,0
Random Forest,0.8,0.4,0.1,98.39307787,98.30699774,99.24041018,51.14956737,3,0,0
Random Forest,0.9,0.3,0.08,99.01112485,98.94299736,99.54424611,51.47095179,3,1,0
Random Forest,0.8,0.4,0.15,98.41779975,98.30763445,99.27838967,51.54511743,3,0,0
Random Forest,0.95,0.2,0.03,99.20889988,99.1310918,99.65818458,51.71817058,3,1,0
Random Forest,0.85,0.4,0.01,98.41779975,98.30763445,99.27838967,51.8170581,3,0,0
Random Forest,0.95,0.1,0.15,99.35723115,99.39370974,99.62020509,51.94066749,3,1,0
Random Forest,0.9,0.3,0.1,99.11001236,99.05553457,99.5822256,51.96538937,3,1,0
Random Forest,0.95,0.15,0.08,99.40667491,99.43160288,99.65818458,52.26205192,3,1,0
Random Forest,0.9,0.3,0.15,99.11001236,99.05553457,99.5822256,52.53399258,3,1,0
Random Forest,0.95,0.2,0.05,99.28306551,99.28084784,99.62020509,52.58343634,3,1,0
Random Forest,0.95,0.15,0.1,99.40667491,99.46909367,99.62020509,52.78121137,3,1,0
Random Forest,0.85,0.4,0.03,98.64029666,98.53162651,99.39232814,52.95426452,3,0,0
Random Forest,0.85,0.4,0.05,98.64029666,98.56819894,99.35434865,53.20148331,3,0,0
Random Forest,0.95,0.25,0.01,99.28306551,99.31818182,99.5822256,53.25092707,3,1,0
Random Forest,0.95,0.2,0.08,99.25834363,99.24328415,99.62020509,53.54758962,3,1,0
Random Forest,0.85,0.4,0.08,98.68974042,98.56927711,99.43030763,53.79480841,3,0,0
Random Forest,0.95,0.2,0.1,99.38195303,99.39393939,99.65818458,53.94313968,3,1,0
Random Forest,0.85,0.4,0.1,98.76390606,98.6440678,99.46828712,53.99258344,3,0,0
Random Forest,0.95,0.15,0.15,99.38195303,99.39393939,99.65818458,54.11619283,3,1,0
Random Forest,0.95,0.25,0.03,99.25834363,99.24328415,99.62020509,54.78368356,3,1,0
Random Forest,0.85,0.4,0.15,98.86279357,98.79290834,99.46828712,54.88257108,3,0,0
Random Forest,0.95,0.2,0.15,99.40667491,99.43160288,99.65818458,55.52533993,3,1,0
Random Forest,0.9,0.4,0.01,98.91223733,98.83062995,99.50626662,55.74783684,3,0,0
Random Forest,0.95,0.3,0.01,99.28306551,99.28084784,99.62020509,56.21755253,3,1,0
Random Forest,0.95,0.25,0.05,99.45611867,99.46949602,99.69616407,56.76143387,3,1,0
Random Forest,0.9,0.4,0.03,99.01112485,98.97997733,99.50626662,57.28059333,3,1,0
Random Forest,0.95,0.25,0.08,99.45611867,99.46949602,99.69616407,57.65142151,3,1,0
Random Forest,0.9,0.4,0.05,98.98640297,98.94259819,99.50626662,57.79975278,3,0,0
Random Forest,0.95,0.3,0.03,99.43139679,99.43181818,99.69616407,58.31891224,3,1,0
Random Forest,0.95,0.25,0.1,99.43139679,99.43181818,99.69616407,58.31891224,3,1,0
Random Forest,0.9,0.4,0.08,99.0605686,99.01775595,99.54424611,58.86279357,3,1,0
Random Forest,0.95,0.3,0.05,99.43139679,99.43181818,99.69616407,59.0605686,3,1,0
Random Forest,0.9,0.4,0.1,99.11001236,99.0926276,99.54424611,59.23362176,3,1,0
Random Forest,0.9,0.4,0.15,99.11001236,99.0926276,99.54424611,59.55500618,3,1,0
Random Forest,0.95,0.25,0.15,99.48084054,99.50720243,99.69616407,59.6538937,3,1,0
Random Forest,0.95,0.3,0.08,99.40667491,99.39416888,99.69616407,60.19777503,3,0,0
Random Forest,0.95,0.3,0.1,99.50556242,99.50738916,99.73414356,60.66749073,3,0,0
Random Forest,0.95,0.3,0.15,99.50556242,99.54493743,99.69616407,62.00247219,3,0,0
Random Forest,0.95,0.4,0.01,99.35723115,99.31895573,99.69616407,62.54635352,3,0,0
Random Forest,0.99,0.1,0.01,99.6538937,99.62106859,99.84808204,64.02966625,3,0,0
Random Forest,0.95,0.4,0.03,99.40667491,99.43160288,99.65818458,64.07911001,3,0,0
Random Forest,0.95,0.4,0.05,99.50556242,99.54493743,99.69616407,65.1421508,3,0,0
Random Forest,0.95,0.4,0.08,99.48084054,99.50720243,99.69616407,65.6118665,3,0,0
Random Forest,0.99,0.15,0.01,99.70333745,99.73434535,99.81010254,66.03213844,3,0,0
Random Forest,0.95,0.4,0.1,99.50556242,99.54493743,99.69616407,66.50185414,3,0,0
Random Forest,0.95,0.4,0.15,99.50556242,99.58254269,99.65818458,67.39184178,3,0,0
Random Forest,0.99,0.2,0.01,99.70333745,99.77212305,99.77212305,67.73794808,3,0,0
Random Forest,0.99,0.1,0.03,99.72805933,99.8100304,99.77212305,68.55377009,3,0,0
Random Forest,0.99,0.25,0.01,99.72805933,99.77220957,99.81010254,70.03708282,3,0,0
Random Forest,0.99,0.15,0.03,99.77750309,99.84802432,99.81010254,70.03708282,3,0,0
Random Forest,0.99,0.1,0.05,99.75278121,99.81010254,99.81010254,71.00123609,3,0,0
Random Forest,0.99,0.3,0.01,99.67861557,99.7342445,99.77212305,71.44622991,3,0,0
Random Forest,0.99,0.2,0.03,99.70333745,99.73434535,99.81010254,71.66872682,3,0,0
Random Forest,0.99,0.15,0.05,99.82694685,99.84813971,99.88606153,71.89122373,3,0,0
Random Forest,0.99,0.2,0.05,99.77750309,99.81017464,99.84808204,73.59703337,3,0,0
Random Forest,0.99,0.1,0.08,99.72805933,99.8100304,99.77212305,73.59703337,3,0,0
Random Forest,0.99,0.25,0.03,99.77750309,99.88593156,99.77212305,73.72064277,3,0,0
Random Forest,0.99,0.15,0.08,99.80222497,99.84808204,99.84808204,73.96786156,3,0,0
Random Forest,0.99,0.3,0.03,99.77750309,99.84802432,99.81010254,74.53646477,3,0,0
Random Forest,0.99,0.1,0.1,99.75278121,99.73454683,99.88606153,74.61063041,3,0,0
Random Forest,0.99,0.2,0.08,99.75278121,99.81010254,99.81010254,75.42645241,3,0,0
Random Forest,0.99,0.25,0.05,99.75278121,99.84796655,99.77212305,75.45117429,3,0,0
Random Forest,0.99,0.3,0.05,99.80222497,99.84808204,99.84808204,75.6736712,3,0,0
Random Forest,0.99,0.15,0.1,99.80222497,99.84808204,99.84808204,75.69839308,3,0,0
Random Forest,0.99,0.2,0.1,99.77750309,99.81017464,99.84808204,76.11866502,3,0,0
Random Forest,0.99,0.4,0.01,99.75278121,99.88588817,99.73414356,76.26699629,3,0,0
Random Forest,0.99,0.15,0.15,99.90111248,99.92404102,99.92404102,77.05809642,3,0,0
Random Forest,0.99,0.1,0.15,99.87639061,99.88610478,99.92404102,77.25587145,3,0,0
Random Forest,0.99,0.25,0.08,99.82694685,99.88601824,99.84808204,77.40420272,3,0,0
Random Forest,0.99,0.2,0.15,99.80222497,99.81024668,99.88606153,77.99752781,3,0,0
Random Forest,0.99,0.3,0.08,99.80222497,99.84808204,99.84808204,78.12113721,3,0,0
Random Forest,0.99,0.3,0.1,99.77750309,99.84802432,99.81010254,78.49196539,3,0,0
Random Forest,0.99,0.25,0.1,99.77750309,99.88593156,99.77212305,78.76390606,3,0,0
Random Forest,0.99,0.4,0.03,99.82694685,99.92395437,99.81010254,78.91223733,3,0,0
Random Forest,0.99,0.4,0.05,99.80222497,99.88597491,99.81010254,79.6538937,3,0,0
Random Forest,0.99,0.3,0.15,99.85166873,99.84819734,99.92404102,80.59332509,3,0,0
Random Forest,0.99,0.25,0.15,99.90111248,99.96199164,99.88606153,80.91470952,3,0,0
Random Forest,0.99,0.4,0.08,99.80222497,99.88597491,99.81010254,81.01359703,3,0,0
Random Forest,0.99,0.4,0.1,99.82694685,99.92395437,99.81010254,82.02719407,3,0,0
Random Forest,0.99,0.4,0.15,99.90111248,99.92404102,99.92404102,83.75772559,3,0,0
SVM,0.8,0.1,0.01,95.57478368,95.47813195,97.83516901,17.03337454,4,0,0
SVM,0.8,0.15,0.01,95.79728059,95.79769431,97.83516901,21.06304079,4,0,0
SVM,0.8,0.2,0.01,96.41532756,96.41791045,98.13900494,26.52657602,4,0,1
SVM,0.8,0.25,0.01,97.00865266,96.90067214,98.55677934,31.37206428,4,0,1
SVM,0.8,0.3,0.01,97.18170581,97.22534683,98.48082036,36.19283066,4,0,1
SVM,0.8,0.4,0.01,97.40420272,97.44744745,98.59475883,45.36464771,4,0,0
SVM,0.8,0.1,0.03,95.87144623,95.66666667,98.10102545,18.26946848,4,0,0
SVM,0.8,0.15,0.03,96.0197775,95.94795539,98.02506646,22.07663782,4,0,1
SVM,0.8,0.2,0.03,96.66254635,96.74401198,98.17698443,27.31767614,4,0,1
SVM,0.8,0.25,0.03,97.10754017,96.94029851,98.67071781,32.13844252,4,0,1
SVM,0.8,0.3,0.03,97.3053152,97.2659176,98.63273832,36.76143387,4,0,1
SVM,0.8,0.4,0.03,97.65142151,97.56371814,98.86061527,45.93325093,4,0,0
SVM,0.8,0.1,0.05,95.94561187,95.87513935,97.98708697,18.83807169,4,0,0
SVM,0.8,0.15,0.05,96.1433869,96.05801413,98.10102545,22.79357231,4,0,1
SVM,0.8,0.2,0.05,96.76143387,96.78384443,98.2909229,27.8368356,4,0,1
SVM,0.8,0.25,0.05,97.15698393,97.01269604,98.67071781,32.43510507,4,0,1
SVM,0.8,0.3,0.05,97.47836836,97.34380845,98.82263578,36.9592089,4,0,1
SVM,0.8,0.4,0.05,97.60197775,97.45508982,98.89859476,46.13102596,4,0,0
SVM,0.8,0.1,0.08,96.04449938,95.84723767,98.17698443,19.50556242,4,0,1
SVM,0.8,0.15,0.08,96.26699629,96.20253165,98.13900494,23.65883807,4,0,1
SVM,0.8,0.2,0.08,96.90976514,96.96629213,98.32890239,28.45488257,4,0,1
SVM,0.8,0.25,0.08,97.33003708,97.05553485,98.89859476,33.30037083,4,0,1
SVM,0.8,0.3,0.08,97.50309023,97.38023952,98.82263578,37.65142151,4,0,1
SVM,0.8,0.4,0.08,97.67614339,97.52901535,98.93657425,46.37824475,4,0,0
SVM,0.8,0.1,0.1,96.19283066,95.95847238,98.2909229,20.61804697,4,0,1
SVM,0.8,0.15,0.1,96.39060569,96.20958751,98.32890239,24.22744129,4,0,1
SVM,0.8,0.2,0.1,96.9592089,96.96856287,98.40486137,28.92459827,4,0,1
SVM,0.8,0.25,0.1,97.37948084,97.12793734,98.89859476,33.49814586,4,0,1
SVM,0.8,0.3,0.1,97.50309023,97.38023952,98.82263578,37.65142151,4,0,1
SVM,0.8,0.4,0.1,97.72558714,97.5308642,99.01253323,46.62546354,4,0,0
SVM,0.8,0.1,0.15,96.21755253,95.95997035,98.32890239,21.21137206,4,0,1
SVM,0.8,0.15,0.15,96.34116193,96.20676832,98.25294341,23.75772559,4,0,1
