,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
128,SVM,0.95,0.2,0.08,99.27007299,99.71509972,99.15014164,62.04379562,SVM
135,SVM,0.95,0.25,0.1,99.27007299,99.71509972,99.15014164,64.05109489,SVM
140,SVM,0.95,0.2,0.15,99.36131387,99.85734665,99.15014164,64.96350365,SVM
144,SVM,0.99,0.1,0.01,99.81751825,100,99.71671388,93.61313869,SVM
145,SVM,0.99,0.15,0.01,99.81751825,100,99.71671388,93.52189781,SVM
146,SVM,0.99,0.2,0.01,99.81751825,100,99.71671388,95.62043796,SVM
147,SVM,0.99,0.25,0.01,99.81751825,100,99.71671388,95.80291971,SVM
148,SVM,0.99,0.3,0.01,99.81751825,100,99.71671388,95.80291971,SVM
149,SVM,0.99,0.4,0.01,99.81751825,100,99.71671388,96.07664234,SVM
151,SVM,0.99,0.15,0.03,99.81751825,100,99.71671388,92.7919708,SVM
152,SVM,0.99,0.2,0.03,99.81751825,100,99.71671388,95.62043796,SVM
155,SVM,0.99,0.4,0.03,99.81751825,100,99.71671388,96.53284672,SVM
157,SVM,0.99,0.15,0.05,99.81751825,100,99.71671388,93.70437956,SVM
162,SVM,0.99,0.1,0.08,99.81751825,100,99.71671388,96.44160584,SVM
163,SVM,0.99,0.15,0.08,99.81751825,100,99.71671388,94.06934307,SVM
165,SVM,0.99,0.25,0.08,99.81751825,100,99.71671388,96.80656934,SVM
171,SVM,0.99,0.25,0.1,99.81751825,100,99.71671388,96.62408759,SVM
177,SVM,0.99,0.25,0.15,99.81751825,100,99.71671388,96.07664234,SVM
169,SVM,0.99,0.15,0.1,99.90875912,100,99.85835694,93.61313869,SVM
175,SVM,0.99,0.15,0.15,99.90875912,100,99.85835694,94.43430657,SVM
150,SVM,0.99,0.1,0.03,100,100,100,96.44160584,SVM
153,SVM,0.99,0.25,0.03,100,100,100,97.7189781,SVM
154,SVM,0.99,0.3,0.03,100,100,100,98.26642336,SVM
156,SVM,0.99,0.1,0.05,100,100,100,93.24817518,SVM
