,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
0,Random Forest,0.8,0.1,0.01,82.57142857142857,81.72413793103448,96.73469387755102,30.285714285714285
1,Random Forest,0.8,0.15,0.01,82.85714285714286,82.00692041522491,96.73469387755102,32.0
2,Random Forest,0.8,0.2,0.01,84.28571428571429,83.68794326241135,96.3265306122449,36.285714285714285
3,Random Forest,0.8,0.25,0.01,85.14285714285714,84.34163701067615,96.73469387755102,39.714285714285715
4,Random Forest,0.8,0.3,0.01,87.42857142857143,87.08487084870849,96.3265306122449,49.714285714285715
5,Random Forest,0.8,0.4,0.01,90.0,89.47368421052632,97.14285714285714,59.42857142857143
6,Random Forest,0.8,0.1,0.03,84.28571428571429,83.68794326241135,96.3265306122449,32.857142857142854
7,Random Forest,0.8,0.15,0.03,85.42857142857143,83.68055555555556,98.36734693877551,36.857142857142854
8,Random Forest,0.8,0.2,0.03,85.71428571428571,85.71428571428571,95.51020408163265,40.285714285714285
9,Random Forest,0.8,0.25,0.03,86.57142857142857,86.13138686131387,96.3265306122449,44.285714285714285
10,Random Forest,0.8,0.3,0.03,90.0,89.77272727272727,96.73469387755102,55.142857142857146
11,Random Forest,0.8,0.4,0.03,93.14285714285714,92.01520912547528,98.77551020408163,66.28571428571429
12,Random Forest,0.8,0.1,0.05,84.57142857142857,83.74558303886926,96.73469387755102,34.57142857142857
13,Random Forest,0.8,0.15,0.05,85.42857142857143,84.15492957746478,97.55102040816327,37.714285714285715
14,Random Forest,0.8,0.2,0.05,86.28571428571429,85.81818181818181,96.3265306122449,40.285714285714285
15,Random Forest,0.8,0.25,0.05,86.85714285714286,86.44688644688645,96.3265306122449,44.285714285714285
16,Random Forest,0.8,0.3,0.05,89.71428571428571,90.03831417624521,95.91836734693878,55.42857142857143
17,Random Forest,0.8,0.4,0.05,93.42857142857143,92.36641221374046,98.77551020408163,66.57142857142857
18,Random Forest,0.8,0.1,0.08,86.85714285714286,85.15901060070671,98.36734693877551,38.57142857142857
19,Random Forest,0.8,0.15,0.08,85.42857142857143,84.64285714285714,96.73469387755102,37.142857142857146
20,Random Forest,0.8,0.2,0.08,88.0,86.9090909090909,97.55102040816327,46.0
21,Random Forest,0.8,0.25,0.08,87.71428571428571,86.07142857142857,98.36734693877551,46.857142857142854
22,Random Forest,0.8,0.3,0.08,90.57142857142857,90.76923076923077,96.3265306122449,57.142857142857146
23,Random Forest,0.8,0.4,0.08,94.0,93.07692307692308,98.77551020408163,69.71428571428571
24,Random Forest,0.8,0.1,0.1,86.0,85.0,97.14285714285714,39.142857142857146
25,Random Forest,0.8,0.15,0.1,87.14285714285714,85.46099290780141,98.36734693877551,41.714285714285715
26,Random Forest,0.8,0.2,0.1,88.28571428571429,86.95652173913044,97.95918367346938,46.285714285714285
27,Random Forest,0.8,0.25,0.1,88.85714285714286,87.05035971223022,98.77551020408163,49.42857142857143
