,0
psnr,0.108537839
cpl,0.164939347
cs,0.217065807
ssim,0.16075961
mse,-0.104622902
wd,-0.072267459
kl,0.135996691
sss,-0.117801336
tsi,-0.050843042
hist_c,0.018038723
hist_i,0.125982658
vae,0.211279014
vif,0.126074
